ID;ames;set;_Numb._of_atoms;_Numb._of_bonds;_Numb._of_rings;_MaxRing1;_MaxRing2;_MaxRing3;Numb._of_rot._bonds;Numb._of_rig._bonds;Max._flex._chain_1;Max._flex._chain_2;Max._flex._chain_3;_Max._rig._chain;_Num._rig._frag.;_Part._flex._chain;_Min_eV_#1;_Min_eV_#2;_Min_eV_#3;_Max_eV_#1;_Max_eV_#2;_Max_eV_#3;_Graph_radius;_Graph_diameter;_Wiener_index;_Balaban_index;_Motoc_index;_Randic_index;_Inform_content;_K&H_Kappa1;_K&H_Kappa2;_K&H_Kappa3;_Kier_Chi0;_Kier_Chi2;_Kier_Chi3p;_Kier_Chi3c;_Kier_Chi4p;_Kier_Chi4c;_Kier_Chi5p;_Kier_Chi5c;_Kier_Chi6p;_Carbon_count;_Nitrogen_count;_Oxygen_count;_Silicon_count;_Phosphorous_count;_Sulphur_count;_Fluorine_count;_Clorine_count;_Bromine_count;_Iodine_count;Max._pos._charge_Gast.;Max._neg._charge_Gast.;Charge_range_Gast.;Aver._pos._charge_Gast.;Aver._neg._charge_Gast.;Dipole_moment_Gast.;_HMO_pi-energy;_HMO_reson._energy;_HMO_HOMO_energy;_HMO_LUMO_energy;Max.pos.chrg.(G+H);Max.neg.chrg.(G+H);Charge_range_(G+H);Aver._pos._charge_(G+H);Aver._neg._charge_(G+H);Dip._mom._2D_(G+H);_Mol._weight;_Polar_count;_Nonpolar_count;_Polar_count_/_MW;Nonpolar_count_/_MW;_Min._dist_DD;_Min._dist_DA;_Min._dist_AA;_Mol._volume_2D;_PSA;_NPSA;_TSA;_Polarizability;_HB-donors;_HB-acceptors;_Pos._ioniz.;_Neg._ioniz.;_GClogP;_NNlogP;_CMR;_Lipinski;_HYBOT_HB-Donors;HYBOT_HB-Acceptors;_HYBOT_max_donor;HYBOT_max_acceptor;_HYBOT_sum_donor;HYBOT_sum_acceptor;_HYBOT_sum_total
199;0;tr;10;10;1;6;0;0;2;8;1;1;0;5;3;2;2.79524;3.7747;3.81154;9.20477;8.2253;8.18846;3;5;117;1.97809;2.86356;3.2212;1.60944;8.1;4;3.11111;5.87831;2.03717;1.43584;0.16667;0.88268;0.40653;0.33576;0;0.11672;10;0;0;0;0;0;0;0;0;0;0.05816;-0.0955;0.15366;0.05528;-0.05528;0.92029;-13.0739;2.6739;-0.64129;0.64129;-0.01436;-0.0955;0.08114;0;-0.05528;0.24343;130.1864;0;10;0;0.07681;?;?;?;244.04004;0;182.00354;182.00354;17.95106;0;0;0;0;2.9334;3.75969;4.54063;0;0;0;0;0.16;0;1.3;1.3
200;0;tr;9;8;0;0;0;0;3;2;3;0;0;2;1;3;4.06805;4.19395;5.1057;9.58467;8.41134;7.76666;3;6;108;3.08378;3.42377;3.77006;2.04319;9;4.83951;8;6.90578;3.24318;1.38503;0.65825;0.81209;0.46545;0.37835;0;0.34846;7;0;2;0;0;0;0;0;0;0;0.26348;-0.31288;0.57636;0.04515;-0.12792;1.98186;-7.5772;5.5772;-1.40371;0.7886;0.69727;-0.81192;1.50918;0.25873;-0.20021;4.49776;130.18486;2;5;0.01536;0.03841;?;?;?;254.69;27.06429;171.32089;198.38519;16.08791;0;1;0;0;1.6016;1.65964;3.60853;0;0;2;0;1.4775;0;1.62525;1.62525
201;0;tr;5;4;0;0;0;0;0;1;0;0;0;1;1;0;3.88526;7.83704;17;17.19019;17.08751;17;2;3;18;2.86667;1.94936;1.86603;1.33218;5;2.25;4;4.07735;1.36603;0.57735;0.28868;0;0.28868;0;0;0;2;0;0;0;0;0;0;3;0;0;0.11751;-0.08872;0.20623;0.07573;-0.07573;0.43513;-14.35172;12.15172;-0.88676;1.17586;0.11645;-0.07358;0.19003;0.11645;-0.04806;0.38006;131.38834;0;5;0;0.03806;?;?;?;97.7;0;113.99093;113.99093;9.70705;0;0;0;0;1.7428;2.10877;2.6158;0;0;0;0;0.1;0;0.22;0.22
203;0;tr;33;38;6;18;18;18;5;29;2;1;0;19;7;3;2.13647;2.68241;3.24863;9.86865;9.58737;9.39869;7;14;3104;0.82141;6.78735;12.66668;3.49651;23.40166;9.1415;6.41568;20.35893;11.01819;9.25231;1.78651;6.96282;4.58287;4.58682;0;3.14547;26;0;7;0;0;0;0;0;0;0;0.29455;-0.38323;0.67777;0.11033;-0.11458;6.64682;-39.99933;13.99933;-0.34858;0.3854;0.72835;-0.80951;1.53786;0.22998;-0.13319;10.50369;444.4328;7;19;0.01575;0.04275;3;3;2;679.75006;126.40497;302.99274;429.39771;46.65876;3;7;0;1;2.784;2.13097;11.85665;0;4;7;-3.34929;1.4;-7.86672;9.954;17.82073
206;0;tr;9;9;1;6;0;0;1;6;1;0;0;5;1;1;3.05219;4.5;4.52928;9.30857;8.43378;7.5;3;5;88;1.88206;2.70801;3.35406;1.73513;7.11111;3.23967;3.55556;5.9641;2.56538;1.46624;0.3849;0.83794;0.63689;0.31845;0;0.14682;7;2;0;0;0;0;0;0;0;0;0.07968;-0.27733;0.35701;0.04616;-0.10001;1.78108;-11.80048;5.80048;-0.86071;0.92571;0.11548;-0.49113;0.60661;0.11041;-0.14085;2.42331;122.1677;1;6;0.00819;0.04911;?;?;4;223.77005;11.11672;155.60475;166.72147;15.21242;0;2;2;0;0.8416;1.27512;3.79721;0;0;2;0;1.96;0;3.03545;3.03545
207;0;tr;13;13;1;6;0;0;1;9;1;0;0;5;3;1;2.9377;4.03198;4.41731;17.09363;9.56039;9.05154;4;8;268;1.9443;3.92559;4.8254;2.24504;11.07692;5.02422;5.33333;8.80097;3.97532;2.36829;0.71753;1.17224;1.15655;0.7559;0;0.35214;9;2;1;0;0;0;0;1;0;0;0.28386;-0.25536;0.53921;0.06869;-0.09617;2.18958;-22.28829;14.28829;-0.73633;0.92282;0.65452;-0.911;1.56552;0.24622;-0.13484;5.91014;198.64944;3;7;0.0151;0.03524;?;2;?;298.56003;33.71818;196.43758;230.15576;21.00468;1;1;0;0;1.8166;2.08092;5.39375;0;1;3;-2.00049;2.5;-2.00049;3.6;5.60049
208;0;tr;11;11;1;6;0;0;1;8;1;0;0;5;4;1;2.94161;4.33629;4.5;17.08442;9.08509;8;3;6;152;2.04046;3.09839;3.51109;2.01981;9.09091;3.16406;3.78698;7.13186;3.08733;1.59002;0.82957;0.8668;0.88647;0.39559;0.11785;0.29822;6;1;3;0;0;1;0;0;0;0;0.52949;-0.32378;0.85327;0.13139;-0.16424;4.15292;-21.58592;12.38592;-0.76812;0.49434;0.75345;-0.97468;1.72813;0.29162;-0.32181;5.35644;173.18968;5;1;0.02887;0.00577;?;6;2;227.10002;87.45631;90.0814;177.5377;16.45374;2;4;1;1;0.3908;0.30079;4.07099;0;3;4;-2.269;1.925;-5.63567;5.41307;11.04874
209;0;tr;10;9;0;0;0;0;4;3;3;1;0;2;2;4;3.77503;4.38839;4.8855;17.09094;9.62205;9.37589;4;7;138;3.37087;3.4641;4.03553;2.30258;10;5.76;5.53086;7.24264;2.78033;1.60355;0.35355;0.9205;0.47855;0.39017;0;0.1875;6;0;3;0;0;0;0;1;0;0;0.27281;-0.31273;0.58554;0.07264;-0.20338;2.19417;-10.81327;6.81327;-1.40371;0.61803;0.70661;-0.81137;1.51798;0.30768;-0.37958;4.32825;164.58685;3;4;0.01823;0.0243;?;?;4;228.17001;45.33582;150.66154;195.99736;15.21908;0;2;0;0;0.6735;1.09505;3.71153;0;0;3;0;1.43204;0;3.19954;3.19954
212;1;tr;11;11;1;6;0;0;1;7;1;0;0;5;2;1;2.86997;4.13323;4.43359;9.95784;9.22241;8.29943;3;6;152;2.04148;3.08073;3.84159;2.3979;9.09091;3.6;3.26531;7.43916;3.07937;1.99971;0.54879;1.00688;1.04701;0.57896;0;0.28483;6;2;3;0;0;0;0;0;0;0;0.2144;-0.35505;0.56945;0.09037;-0.1291;2.08594;-23.03546;15.63546;-0.70761;-0.29954;0.44433;-0.64758;1.09192;0.1937;-0.26927;4.14737;154.12344;5;1;0.03244;0.00649;3;3;2;209.87;95.17122;72.77246;167.94368;13.65379;3;4;1;0;0.7104;1.013;3.83892;0;3;4;-2.76488;1.3;-3.76488;3.27957;7.04445
216;1;tr;15;16;2;6;6;0;2;12;2;0;0;5;2;2;2.93114;2.95529;4.31551;16.20505;9.09341;9.05968;5;10;404;1.33496;4.45934;5.34984;1.69143;11.48438;5.36508;6.22222;9.32591;4.14797;2.64945;0.56904;1.64756;0.77492;1.00981;0;0.49538;12;2;0;0;0;1;0;0;0;0;0.12124;-0.29946;0.4207;0.0644;-0.09367;4.62769;-23.95441;11.95441;-0.12113;1;0.24488;-0.22495;0.46983;0.05816;-0.12439;2.34917;216.30208;2;10;0.00925;0.04623;10;10;10;345.85001;55.3382;189.62665;244.96484;25.8547;4;2;2;0;2.4552;2.71326;6.75055;0;4;2;-1.225;1.36;-4.9;3.87889;8.77889
219;1;tr;20;23;4;17;13;13;0;20;0;0;0;16;4;0;2.82463;2.86529;3.62589;9.52444;9.16778;8.78473;5;9;700;1.11348;4.12821;7.57414;2.99573;13.64839;5.02531;3.8144;12.35085;6.39366;5.21172;0.99056;4.00857;2.41387;2.77844;0;1.78446;18;2;0;0;0;0;0;0;0;0;0.10688;-0.23147;0.33834;0.04326;-0.06633;2.02545;-22.86154;8.86154;-0.481;0.72852;0.35099;-0.60693;0.95793;0.1089;-0.09915;3.06178;262.34891;2;16;0.00762;0.06099;?;?;2;473.30008;10.18282;288.83734;299.02017;33.73755;0;2;1;0;4.3414;4.90188;8.19609;0;0;2;0;0.91214;0;2.15155;2.15155
220;1;tr;12;11;0;0;0;0;9;0;9;0;0;0;0;9;4.49041;4.63917;4.85398;8.96027;8.8522;8.71239;6;11;286;2.86411;5.09902;5.91421;1.79176;12;11;11.11111;9.07107;3.82843;2.45711;0;1.56066;0;0.97855;0;0.60355;8;0;4;0;0;0;0;0;0;0;0.07424;-0.37575;0.45;0.05743;-0.37327;4.68711;?;?;?;?;?;?;?;?;?;?;178.22612;4;4;0.02244;0.02244;?;?;3;330.74002;35.17109;216.66208;251.83316;19.60598;0;4;0;0;-0.3422;-0.07303;4.51365;0;0;4;0;1.41;0;5.36;5.36
221;0;tr;25;29;5;14;10;10;0;27;0;0;0;21;6;0;2.69784;2.90381;2.96467;9.75293;9.5023;9.18699;5;9;1221;1.05394;4.50814;9.07119;2.83071;17.12247;6.26963;4.46597;14.89482;7.72922;6.06828;1.2788;4.89843;2.86549;3.31905;0.16493;2.5166;20;0;5;0;0;0;0;0;0;0;0.29887;-0.35628;0.65515;0.08871;-0.13011;5.13586;-44.79523;24.79523;-0.68229;0.47852;0.65213;-0.8458;1.49793;0.15931;-0.15484;6.79926;332.30627;5;15;0.01505;0.04514;8;4;4;487.11005;82.22295;234.81787;317.04083;34.42789;2;4;0;0;3.6862;4.89102;8.90958;0;2;5;-2.80722;1.12094;-5.61444;4.80116;10.41561
222;0;tr;8;8;1;5;0;0;1;6;1;0;0;4;2;1;3.41767;3.75308;4.89156;9.84223;9.22558;7.65707;3;5;63;1.82828;2.5;2.81471;2.07944;6.125;2.52;5;5.14626;2.1355;1.32708;0.32198;0.59363;0.43021;0.28891;0;0.05808;6;0;2;0;0;0;0;0;0;0;0.18532;-0.45611;0.64142;0.08745;-0.15741;1.92456;-9.72812;3.12812;-1;-0.6939;0.72457;-1.05774;1.7823;0.44678;-0.52111;4.89434;110.11064;1;5;0.00908;0.04541;?;?;3;168.66002;27.68826;106.45533;134.14359;11.37782;0;2;0;0;1.5597;1.70923;2.96004;0;0;2;0;1.57;0;2.07;2.07
223;0;tr;16;17;2;9;6;5;3;12;2;1;0;8;3;3;2.73007;3.83686;4.05248;16.467;9.48922;9.28817;5;9;460;1.43196;4.38368;6.10499;2.68594;12.45675;5.55766;6.37;10.29253;5.1238;3.07038;0.86553;2.25466;1.08779;1.12922;0;0.75881;12;2;1;0;0;1;0;0;0;0;0.21374;-0.27073;0.48447;0.05646;-0.11292;2.58212;-19.00831;7.40831;-0.79437;-0.32557;0.62486;-0.7901;1.41496;0.17672;-0.16862;5.68965;234.31737;2;10;0.00854;0.04268;?;2;5;375.70001;42.58102;223.64648;266.22751;27.2695;1;2;0;0;2.9614;3.18679;6.7484;0;1;3;-2.00049;1.95679;-2.00049;3.52704;5.52753
225;0;tr;17;18;2;6;6;0;2;12;2;0;0;5;2;2;2.92689;2.95348;4.36339;17.09364;17.09364;16.20509;4;8;520;1.51778;4.31141;6.18317;2.18084;13.4321;5.76;5.44444;11.17121;5.03665;3.39017;0.82613;2.18659;1.42267;1.46259;0;0.69476;12;0;2;0;0;1;0;2;0;0;0.21439;-0.35546;0.56985;0.08241;-0.10489;3.98894;-33.98732;21.98732;-0.14162;1;0.2576;-0.3005;0.5581;0.0754;-0.13277;1.9823;287.16171;2;12;0.00696;0.04179;6;6;6;348.99002;45.74192;223.27159;269.01352;27.80783;2;2;0;0;4.7424;4.80781;7.28335;0;2;2;-2.76488;0.76302;-5.52976;2.79051;8.32027
228;0;tr;8;7;0;0;0;0;1;0;1;0;0;0;0;1;4.755;6.7085;17;17.2915;17.245;17;2;3;58;3.97237;2.20389;3.25;0.56234;8;1.75;2.22222;7;4.5;2.25;2.5;0;4.5;0;1.5;0;2;0;0;0;0;0;0;6;0;0;0.23688;-0.07896;0.31584;0.23688;-0.07896;0.63168;?;?;?;?;?;?;?;?;?;?;236.7394;0;8;0;0.03379;?;?;?;151.84;0;176.43182;176.43182;15.84112;0;0;0;0;3.3764;4.45495;4.05659;0;0;0;0;0.05;0;0.3;0.3
229;0;tr;74;82;9;20;17;16;24;39;7;2;2;19;9;11;3.14675;3.60372;3.82329;9.30035;9.22783;9.19998;16;31;31874;0.64888;13.92044;34.70831;4.30406;58.64753;23.09766;15.32004;53.29953;33.26453;31.21428;6.99413;23.99776;19.36058;17.90196;1.09929;13.7872;52;0;22;0;0;0;0;0;0;0;0.20439;-0.38306;0.58745;0.07608;-0.19443;18.79827;-2;0;-1;1;0.20242;-0.38306;0.58547;0.11623;-0.19443;15.80447;1063.22607;22;30;0.02069;0.02822;3;3;2;1866.15881;358.63541;849.79944;1208.43481;114.24412;12;22;0;0;-0.93518;3.09857;25.73306;3;12;22;-1.61;1.4;-18.27813;30.09145;48.36959
230;1;tr;35;36;2;10;7;5;19;14;16;2;1;9;4;19;2.98814;3.14237;3.44202;9.59858;9.29947;8.60255;13;25;5619;1.2781;11.3794;15.15141;3.55535;31.21914;19.125;15.76098;23.73599;11.37802;8.07273;0.88949;5.33761;1.78432;3.76082;0;2.5786;33;0;2;0;0;0;0;0;0;0;0.27271;-0.30563;0.57834;0.03537;-0.06389;6.23496;-19.71635;7.51635;-0.44102;0.22664;0.7065;-0.80476;1.51127;0.22186;-0.08985;13.32576;480.76477;2;31;0.00416;0.06448;?;?;?;1010.76971;27.06429;665.1792;692.24347;67.53098;0;1;0;0;10.8472;9.59468;15.42834;1;0;2;0;1.36667;0;2.24169;2.24169
232;1;tr;15;16;2;10;6;6;2;13;1;1;0;9;4;2;2.45054;3.16748;3.63911;9.98146;9.76874;9.30072;4;7;336;1.60385;3.54562;4.88026;2.70805;11.48438;4.88843;3.5;8.74856;3.63094;2.53737;0.46545;1.80799;0.98849;0.95725;0;0.52731;11;2;2;0;0;0;0;0;0;0;0.12011;-0.18597;0.30607;0.05473;-0.07298;1.73454;-23.90962;9.90962;-0.64814;-0.30888;0.42226;-0.66973;1.09199;0.13165;-0.33621;6.4125;198.17754;4;7;0.02018;0.03532;?;?;2;279.19006;63.32866;144.41063;207.73929;20.268;0;3;1;0;2.5117;2.42533;5.46706;0;0;3;0;1.2;0;3.08659;3.08659
234;1;tr;8;8;1;6;0;0;1;7;0;0;0;6;2;0;4.31364;5.22588;6.25941;17.08297;8.46609;8;3;4;59;1.92817;2.29129;3.1547;1.90615;6.125;2.08264;3.67347;5.358;2.69365;1.6547;0.57735;1.09534;0.61237;0.36084;0.14434;0.10206;4;0;3;0;0;1;0;0;0;0;0.49766;-0.31082;0.80848;0.08186;-0.18009;1.87686;-10.05825;6.85825;-1;0.62912;0.76763;-0.95296;1.72059;0.29319;-0.43408;3.69516;136.16953;4;0;0.02938;0;?;?;2;188.72;46.021;98.4051;144.4261;13.26243;0;2;0;0;0.2728;0.26148;2.86023;0;0;3;0;1.71667;0;3.605;3.605
235;1;tr;11;11;1;6;0;0;2;6;1;1;0;5;1;2;2.88597;4.23693;4.42434;9.41374;8.8554;8.38612;3;6;154;2.02241;3.11594;4.35935;2.3979;9.09091;4.13265;3.26531;7.64626;2.96794;2.20269;0.36425;1.32563;0.82763;0.71835;0;0.38344;8;1;2;0;0;0;0;0;0;0;0.12285;-0.34333;0.46617;0.06598;-0.17594;2.79704;-19.60731;13.60731;-0.57494;1.0469;0.1033;-0.28687;0.39017;0.0643;-0.17655;1.66319;153.17844;3;5;0.01959;0.03264;?;3;3;259.30002;45.8786;146.77107;192.64967;16.93894;2;3;1;0;1.0506;1.37391;4.30507;0;2;3;-0.5;1.35;-1;3.21301;4.21301
236;1;tr;11;12;2;9;6;5;0;10;0;0;0;8;2;0;2.74763;3.74114;4.00929;9.80772;8.67924;8.10353;3;6;143;1.44089;2.89514;4.02249;2.3979;7.63889;2.80277;3.78698;7.01651;3.36973;2.17256;0.55619;1.42248;0.80186;0.84415;0;0.44864;8;3;0;0;0;0;0;0;0;0;0.18367;-0.32901;0.51268;0.08551;-0.12826;2.13662;-15.61248;5.61248;-0.6064;-0.56561;0.30198;-0.31345;0.61543;0.15032;-0.18335;1.95053;147.17715;1;7;0.00679;0.04756;2;2;2;245.80003;51.8817;116.70624;168.58794;16.96948;3;3;1;0;1.6268;1.50483;4.35671;0;3;3;-2.06273;1.4;-4.63257;3.56;8.19257
238;1;tr;20;23;4;11;10;7;3;16;2;0;0;11;5;2;3.09639;3.84872;4.06919;9.63538;9.18473;8.92627;4;8;675;1.15579;3.94902;8.82633;2.99573;13.64839;5.32526;2.72;13.75915;7.73584;7.38116;2.16369;5.15708;5.78303;3.36634;0.78451;2.3527;15;0;5;0;0;0;0;0;0;0;0.20761;-0.38826;0.59588;0.07188;-0.16773;5.36288;-5.75877;1.75877;-1;0.3473;0.52742;-0.81209;1.33952;0.15671;-0.22898;5.48832;280.31631;5;10;0.01784;0.03567;8;3;3;475.04007;80.97503;226.57629;307.55133;30.55862;2;5;0;0;-0.1777;0.4605;6.97223;0;2;5;-1.62286;1.60667;-2.96598;6.18707;9.15306
239;1;tr;22;25;4;14;10;10;2;22;2;0;0;13;4;2;2.42121;2.92181;3;9.78645;9.24548;9;5;10;997;1.04905;4.87106;7.76053;2.58694;15.5232;6.85714;5.8642;12.71266;5.95977;4.38433;0.68391;3.20851;1.40545;1.9803;0;1.29061;19;2;1;0;0;0;0;0;0;0;0.21014;-0.35133;0.56146;0.06599;-0.09238;4.50131;-35.60081;13.60081;-0.41454;0.40403;0.19985;-0.56574;0.76559;0.12236;-0.09716;5.33892;286.32727;2;17;0.00699;0.05937;5;4;4;467.24005;47.08356;255.65491;302.73846;33.88437;2;3;2;0;4.6359;4.39706;8.74823;0;2;3;-2.16167;1.9;-3.40767;5.23662;8.64429
240;1;tr;17;18;2;5;5;0;3;13;1;1;1;5;5;3;3.38032;3.6752;4.09454;10.07971;9.64605;9.55184;5;10;580;1.36318;4.93636;6.47456;2.83321;13.4321;5.76;7.84;10.99963;5.55945;3.77528;0.94755;2.12084;1.58874;1.26193;0;0.6333;9;4;4;0;0;0;0;0;0;0;0.29903;-0.43169;0.73073;0.08159;-0.16317;3.92883;-27.82263;17.82263;-1;-0.557;0.64995;-1.03138;1.68133;0.30009;-0.47467;13.74923;238.2001;7;2;0.02939;0.0084;?;2;2;334.97006;100.95364;152.00412;252.95776;21.32442;1;5;1;0;0.6962;1.54652;5.9187;0;1;7;-2.00049;1.83105;-2.00049;4.7955;6.796
241;1;tr;21;23;3;13;9;9;2;17;1;1;0;12;5;2;2.51177;2.83438;3.79992;10.01437;9.95227;9.76909;5;9;839;1.35278;4.49497;7.4796;3.04452;15.87902;5.89388;4.48753;13.43072;6.32894;4.61666;1.10351;3.24817;2.32961;2.21199;0;1.41167;14;3;4;0;0;0;0;0;0;0;0.1611;-0.35134;0.51244;0.04851;-0.07089;2.01782;-32.95469;15.15469;-0.71412;-0.53477;0.58844;-0.49947;1.0879;0.18041;-0.29714;9.79045;285.25485;6;8;0.02103;0.02805;?;6;2;411.04007;103.23164;186.23796;289.4696;28.20802;1;5;0;0;4.0845;4.17796;7.59251;0;1;5;-2.04;1.2;-2.04;3.73285;5.77285
242;1;tr;17;18;2;6;6;0;1;12;1;0;0;5;2;1;2.72681;3.04405;4.02981;17.09546;17.09364;17.09184;5;9;510;1.54982;4.25648;6.14273;2.58857;13.4321;5.32544;4.30178;11.38675;5.03408;3.76727;0.86902;2.12334;1.94809;1.20385;0;0.71576;12;2;0;0;0;0;0;3;0;0;0.12124;-0.29889;0.42013;0.07507;-0.08758;4.20126;-34.91994;22.91994;-0.51611;0.81912;0.08019;-0.21602;0.29621;0.04702;-0.08444;2.36544;287.57227;2;13;0.00695;0.04521;9;9;9;359.66006;55.3382;214.82184;270.16003;28.29656;4;2;2;0;3.8484;4.20568;7.44192;0;4;2;-1.82;1.04;-6.20948;2.79965;9.00913
243;0;tr;14;13;0;0;0;0;5;6;3;1;1;2;4;5;3.40032;3.40428;4.5461;9.64959;9.62249;8.51777;5;9;379;3.44864;4.81869;5.12132;1.94591;14;7.3125;7.04;9.65685;3.97487;2.41421;0.60355;1.10355;1.10355;0.66605;0;0.36428;10;0;4;0;0;0;0;0;0;0;0.2931;-0.30764;0.60074;0.06883;-0.17207;3.28859;-20.29641;11.89641;-1.06878;0.50028;0.65284;-0.84251;1.49535;0.2655;-0.27393;8.97208;198.21576;4;6;0.02018;0.03027;?;?;7;328.60004;54.12859;210.16035;264.28894;21.01823;0;2;0;0;2.1488;2.0545;5.18597;0;0;4;0;1.4;0;3.28;3.28
244;0;tr;9;10;2;6;5;5;0;9;0;0;0;7;3;0;3.22104;3.72691;4.28053;8.90423;8.28572;7.18031;3;5;80;1.38349;2.4608;3.733;2.19722;5.76;2;5.87755;5.80096;3.05489;2.51721;0.40237;1.33935;0.90051;0.66407;0;0.25967;9;0;0;0;0;0;0;0;0;0;0.05444;-0.08303;0.13747;0.03244;-0.05272;0.68663;-4.2;0;-1;1;0.00217;-0.08315;0.08533;0.00217;-0.05272;0.20231;120.19158;0;9;0;0.07488;?;?;?;245.11005;0;160.76736;160.76736;17.34412;0;0;0;0;2.4264;3.12969;4.01803;0;0;0;0;0.07418;0;0.28271;0.28271
245;0;tr;24;27;4;9;6;6;2;23;1;1;0;9;5;2;2.81498;2.91108;2.95624;9.52977;9.15313;9.05796;5;10;1192;1.1473;4.81694;8.63077;2.947;17.41564;7.31887;5.49703;14.23761;6.84601;5.62705;1.03741;3.93304;2.90566;2.32116;0.26934;1.56892;21;2;1;0;0;0;0;0;0;0;0.22677;-0.29434;0.52111;0.06326;-0.07658;3.17002;-34.70649;14.70649;-0.50179;0.4837;0.25357;-0.53354;0.7871;0.13026;-0.09279;2.85392;314.38043;3;18;0.00954;0.05726;?;1;1;534.78009;35.9486;317.01358;352.96219;38.35926;1;3;1;0;5.0799;4.9929;9.86538;0;1;3;-1.7;1.3;-1.7;3.73705;5.43705
246;0;tr;6;5;0;0;0;0;0;2;0;0;0;2;1;0;4;5.16576;6;9.49087;8;6.34338;2;3;29;3.19999;2.08167;2.29693;1.56071;6;2.22222;3;4.78446;2.00105;0.9856;0.4928;0;0.90105;0;0;0;4;1;1;0;0;0;0;0;0;0;0.20382;-0.27349;0.47731;0.04836;-0.133;1.24711;-6.64748;4.64748;-1.25701;0.82374;0.61308;-0.84979;1.46286;0.31027;-0.23531;2.53595;87.12036;2;2;0.02296;0.02296;?;?;?;164.05002;19.44691;118.02429;137.47121;10.28385;0;1;0;0;-0.4203;-0.43313;2.47493;0;0;2;0;2.78;0;3.1136;3.1136
248;0;tr;27;30;4;14;11;10;2;24;1;1;0;13;5;2;2.75336;2.95337;3.52544;17.09365;17.09363;9.9293;6;12;1708;1.14743;5.52693;9.9395;3.24449;20.28;8.39359;5.9904;16.84242;8.22642;5.96546;1.2861;4.07483;2.64269;2.78832;0;1.92832;19;5;1;0;0;0;0;2;0;0;0.27505;-0.2669;0.54195;0.07187;-0.10568;3.8029;-41.97602;20.97602;-0.81134;-0.60771;0.62368;-0.78349;1.40718;0.21796;-0.18312;8.60498;400.26129;3;18;0.0075;0.04497;?;?;1;561.02008;52.71863;342.06842;394.78705;40.9199;0;5;1;0;3.9908;3.33801;10.58418;0;0;6;0;2.03202;0;7.39773;7.39773
249;0;tr;31;33;3;9;6;6;10;20;6;5;4;10;6;7;2.92992;3.70908;3.81616;9.61136;9.5931;9.48423;7;14;2772;1.33777;6.76201;12.97535;3.34455;25.61983;12.45926;10.20833;20.54324;10.76383;8.52426;1.44945;6.4059;3.51759;4.48961;0;3.03765;24;2;5;0;0;0;0;0;0;0;0.28863;-0.32688;0.61552;0.06245;-0.11403;5.38677;-29.80189;17.80189;-1;0.7886;0.72244;-0.84034;1.56278;0.30575;-0.16955;12.2112;430.53717;7;17;0.01626;0.03949;?;3;2;772.90985;101.91492;427.20032;529.11523;50.38776;1;5;1;1;3.4439;0.94154;11.80553;0;2;7;-3.34929;2.03202;-5.34978;8.08658;13.43636
250;0;tr;16;16;1;6;0;0;8;6;8;0;0;5;1;8;2.90094;4.04364;4.17488;9.22437;8.41021;7.90012;7;13;594;1.66862;5.85947;6.88203;2.5993;14.0625;9.07407;9.95312;10.96626;4.85692;3.18961;0.28452;2.04098;0.41187;1.29558;0;0.78746;15;0;1;0;0;0;0;0;0;0;0.21014;-0.35133;0.56146;0.04044;-0.0674;5.2339;-12.19731;6.19731;-0.82741;1;0.12822;-0.29134;0.41956;0.12822;-0.07042;2.94964;220.35046;1;14;0.00454;0.06354;?;?;?;460.16003;22.87096;299.54245;322.41342;30.86368;1;1;0;0;5.6984;6.45195;7.03649;1;1;1;-2.475;1.025;-2.475;1.48146;3.95646
255;1;tr;11;11;1;6;0;0;1;7;1;0;0;5;2;1;2.82796;4.1686;4.25411;9.95933;9.06891;8;3;5;146;2.12252;2.91079;3.84757;2.3979;9.09091;3.6;2.84444;7.43916;3.0278;2.06442;0.51828;1.21344;1.09525;0.50538;0;0.16083;8;1;2;0;0;0;0;0;0;0;0.11481;-0.12716;0.24196;0.04084;-0.04992;1.11103;-15.55121;8.15121;-1;-0.33807;0.54187;-0.54594;1.08781;0.15704;-0.18619;2.90495;151.16257;3;5;0.01985;0.03308;?;?;2;241.88;44.63116;141.28795;185.91911;16.55237;0;2;0;0;2.6968;2.74944;4.28033;0;0;2;0;0.5;0;1.36;1.36
256;1;tr;20;22;3;6;6;3;4;17;2;1;1;5;5;4;2.85259;2.92889;3.7963;9.95614;9.5822;9.178;6;12;898;1.09066;5.50407;7.16634;2.71847;14.91736;7.85204;6.54935;11.97218;5.27089;3.74283;0.77743;2.41721;1.46679;1.28311;0;0.88163;15;1;4;0;0;0;0;0;0;0;0.19563;-0.35234;0.54798;0.07522;-0.09134;2.79167;-27.15402;11.75402;-1;-0.35917;0.56485;-0.76018;1.32503;0.16824;-0.23594;9.23298;269.25214;5;10;0.01857;0.03714;?;?;2;398.61005;71.69546;207.38481;279.08026;27.78462;0;4;0;0;2.767;2.77195;7.24991;0;0;4;0;1.43204;0;3.90788;3.90788
