ID;ames;set;wfp1;wfp2;wfp3;wfp4;wfp5;wfp6;wfp7;wfp8;wfp9;wfp10;wfp11;wfp12;wfp13;wfp14;wfp15;wfp16;wfp17;wfp18;wfp19;wfp20;wfp21;wfp22;wfp23;wfp24;wfp25;wfp26;wfp27;wfp28;wfp29;wfp30;wfp31;wfp32;wfp33;wfp34;wfp35;wfp36;wfp37;wfp38;wfp39;wfp40;wfp41;wfp42;wfp43;wfp44;wfp45;wfp46;wfp47;wfp48;wfp49;wfp50;wfp51;wfp52;wfp53;wfp54;wfp55;wfp56;wfp57;wfp58;wfp59;wfp60;wfp61;wfp62;wfp63;wfp64;wfp65;wfp66;wfp67;wfp68;wfp69;wfp70;wfp71;wfp72;wfp73;wfp74;wfp75;wfp76;wfp77;wfp78;wfp79;wfp80;wfp81;wfp82;wfp83;wfp84;wfp85;wfp86;wfp87;wfp88;wfp89;wfp90;wfp91;wfp92;wfp93;wfp94;wfp95;wfp96;wfp97;wfp98;wfp99;wfp100;wfp101;wfp102;wfp103;wfp104;wfp105;wfp106;wfp107;wfp108;wfp109;wfp110;wfp111;wfp112;wfp113;wfp114;wfp115;wfp116;wfp117;wfp118;wfp119;wfp120;wfp121;wfp122;wfp123;wfp124
1765;?;ts;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;1;0;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;1;0;1;0;0;1;0;0;1;0;1;1;0;1;1;1;1;1;1;1;0;1;0;1;1;0;0;1;1;1;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;0;1;0;1;0;1;1;0;0;0;0;0;1;0;1;1;0;1;1;1;0;0;1;1;0;0;1;0;1;0;1
1772;?;ts;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;0;1;1;0;0;1;1;0;1;0;0;0;1;0;0;1;1;1;0;0;1;1;0;1;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;1;0;1;0;1;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;1;1;1;0;1
1777;?;ts;0;0;1;1;0;0;0;0;1;1;0;1;0;1;1;1;0;0;1;1;1;1;1;0;1;1;0;0;0;1;1;1;1;1;0;0;0;1;1;0;0;0;0;1;1;0;1;0;1;0;1;0;1;1;0;0;1;0;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;1;0;0;0;0;1;1;1;1;1;1;1;0;1;0;1;0;0;0;0;1;0;1;0;1;1;1;1;0;1;1;0;0;1;1;0;0;1;1;0;0;0;0;1;0;1;0;1;0;1
1778;?;ts;0;0;1;0;1;1;0;0;1;1;0;0;1;0;1;1;0;1;1;0;1;1;1;0;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1;0;0;1;0;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;1;1;0;1;1;1;1;0;0;0;1;1;1;0;0;1;0;1;0;1;1;1;0;1;1;0;0;1;1;1;0;0;0;0;0;1
1779;?;ts;0;1;1;0;0;0;0;0;1;1;0;1;0;1;1;1;0;0;0;0;1;1;1;0;1;0;1;0;0;1;1;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;1;1;1;1;1;1;0;1;1;0;0;1;0;1;0;1;0;1;1;1;1;1;0;1;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1;1;0;0;1
1786;?;ts;0;0;1;0;1;1;0;1;1;1;0;0;1;1;1;1;0;1;1;0;1;1;1;0;0;0;1;0;0;1;1;1;1;1;1;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;1;1;1;1;0;1;0;1;1;0;1;1;1;0;0;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;1;0;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;1;1;1;0;1;0;1;0;1;0;0;0;1
1791;?;ts;0;0;1;0;1;0;0;0;1;1;1;0;0;1;1;1;0;0;1;0;0;1;1;1;1;1;0;0;1;1;0;1;1;0;1;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;1;0;1;0;1;1;0;1;1;1;1;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;1;1;1;0;1;1;1;1;0;0;0;1;1;1;0;0;1;0;0;0;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;1
1793;?;ts;0;0;1;0;1;1;0;0;1;1;1;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;1;1;0;1;1;0;0;0;1;0;0;0;1;0;0;0;1;1;1;1;0;1;1;1;1;1;0;1;0;1;0;1;1;0;0;1;1;1;0;1;1;0;1;1;1;0;0;1;1;1;1;1;0;1;1;0;1;0;1;1;0;0;1;1;0;0;0;1;1;1;1;1;1;0;0;0;1;0;0;0;0;1;0;1
1794;?;ts;0;0;1;1;0;0;1;1;1;1;1;1;0;1;1;0;0;0;1;0;1;1;1;0;1;1;1;0;1;1;1;0;1;1;1;0;1;1;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;1;1;1;0;1;1;1;0;0;1;0;1;1;0;1;1;1;1;0;1;0;1;1;1;1;0;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
1803;?;ts;0;0;1;0;1;0;1;0;1;1;1;1;1;0;0;1;0;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;1;1;1;0;1;1;0;0;0;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;1;0;0;0;1;1;0;1;1;0;1;0;1;0;1;1;1;1;1;1;1;0;1;0;1;1;0;0;0;0;1;1;1;0;1;0;1;1;1;1;0;1;1;0;0;0;1;1;1;0;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1;0;1
1809;?;ts;0;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;0;1;0;0;0;0;1;0;1;0;1;0;1;1;1;0;1;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;1;1;0;1;0;0;0;1;1;0;1;1;1;0;0;0;1;0;1;1;1;1;1;1;0;1;0;1;0;1;1;0;1;0;1;1;1;0;0;1;0;1;0;1;1;0;0;1;0;1;0;0;1;1;1;1;1;1;0;1
1810;?;ts;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;1;1;0;1;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;1;1;1;0;1;0;0;1;0;1;0;1;1;1;0;0;1;0;0;0;1;1;0;1;1;1;1;0;1;0;1;0;1;1;1;0;1
1812;?;ts;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;1;0;1;0;0;0;0;1;0;1;0;1;0;1;1;1;0;1;1;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;1;0;0;1;1;0;0;0;1;1;1;1;1;0;0;1;0;1;0;1;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;1;1;0;1
1813;?;ts;0;0;1;0;1;1;0;0;1;1;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;1;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;1;1;0;0;1;0;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;1;0;1;0;1;1;0;1;0;1;1;1;0;0;1;0;1;0;1;1;1;0;1;1;1;0;0;0;1;0;1;0;1;0;1
1814;?;ts;0;0;0;0;1;1;1;1;1;1;0;0;0;0;1;1;0;1;1;0;0;1;1;0;0;0;1;0;1;1;1;0;1;1;0;0;1;1;0;0;1;0;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;1;0;0;1;0;0;1;1;1;1;0;1;0;0;1;1;0;1;1;1;0;0;0;0;1;0;1;0;1;1;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;1
1815;?;ts;0;1;1;0;1;1;0;0;1;1;0;1;0;0;1;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;1;1;1;0;0;1;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;1;1;1;0;1;1;1;0;1;1;1;1;0;1;0;0;1;0;1;0;1;0;1;1;0;1;0;1;1;0;0;0;1;1;1;0;0;1;0;1;1;1;0;0;1;0;0;0;1;0;0;0;1
1816;?;ts;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;0;1;1;0;0;1;0;1;0;1;1;1;0;1;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;1;1;0;1;0;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;1;0;1;1;0;1;0;0;1;0;1;0;1;1;0;0;0;1;0;1;0;1;1;0;1;1;1;0;0;1;0;1;0;0;1;1;0;0
1817;?;ts;0;0;1;0;0;1;0;1;1;1;0;1;0;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;1;0;1;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;1;0;1;1;0;0;0;1;1;0;0;0;0;1;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;1;1;1;1;0;0;1;0;1;1;1;1;0;1;0;1;0;0;0;1;1;0;1;1;1;0;0;0;1;1;0;1;1;0;0;1
1822;?;ts;0;0;1;0;1;1;0;0;1;1;0;1;0;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;0;1;1;1;1;0;0;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1;0;0;1;1;0;1;1;0;1;0;1;0;1;1;1;1;1;1;0;0;1;1;0;1;0;1;1;0;1;0;1;0;1;0;1;1;1;1;0;1;1;0;0;0;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;1;1;1;0;1
1827;?;ts;0;0;1;0;1;0;0;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;1;0;1;0;1;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;0;1;1;0;1;0;1;0;0;0;1;0;0;0;1;0;1;1;0;1;0;1;1;0;0;1;0;1;0;1;1;0;1;1;1;1;0;0;0;0;1;1;1;0;1;1;1;1;0;1;0;1;1;0;1;0;1;0;1;0;0;0;0;1;0;1;1;0;1;1;1;0;0;0;1;1;0;1;1;1;0;1
1834;?;ts;0;0;1;0;0;0;1;1;1;1;1;1;0;0;1;1;0;1;1;0;0;1;1;0;1;1;1;0;1;0;0;0;0;1;0;0;1;0;0;1;1;0;1;1;1;0;0;1;1;0;0;0;1;1;0;0;1;0;1;1;0;1;1;1;1;1;0;1;0;1;0;1;1;0;1;1;1;1;0;0;1;0;1;1;1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;1;1;0;1;1;1;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;0;1
1835;?;ts;0;0;1;1;0;0;0;0;1;1;0;1;0;0;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;0;0;1;1;0;0;1;0;0;0;0;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;1;1;0;1;1;1;1;1;1;0;1;1;1;0;1;1;0;1;0;1;1;1;1;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;1;1;0;1
1844;?;ts;0;0;1;0;0;0;0;1;1;1;1;0;0;0;1;1;0;1;0;0;1;0;1;0;1;0;0;0;0;1;1;0;1;1;1;0;1;0;1;0;1;1;1;1;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;1;0;1;1;0;1;1;1;0;0;1;1;0;0;1;1;0;1;1;0;1;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;1;0;0;1;0;1;1;1;0;0;0;1;1;0;1;0;0;0;1
1855;?;ts;0;0;1;0;1;0;0;1;1;1;0;1;0;0;1;1;0;1;1;0;1;1;1;0;1;0;0;0;1;1;1;0;1;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;1;1;0;1;0;1;0;1;1;0;0;0;1;1;1;1;1;0;1;0;1;1;0;1;1;1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;1;0;1;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;1
1859;?;ts;0;0;1;1;1;0;0;1;1;1;1;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;0;0;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;1;0;1;0;1;1;0;1;1;1;1;0;1;1;0;1;0;1;0;0;0;0;1;0;1;1;1;1;0;0;0;1;1;0;0;0;1;0;0;0;1;1;1;1;1;1;0;0;0;1;0;0;0;0;1;0;1
1862;?;ts;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;0;1;1;1;0;0;0;1;0;1;0;0;1;1;1;1;0;1;1;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;1;1;0;1;1;0;0;1;1;0;1;1;1;0;0;0;0;0;1;1;1;1;0;1;0;1;0;1;0;1;1;0;1;0;1;1;1;0;1;1;1;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;0;1;0;1
1869;?;ts;0;0;0;1;1;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;0;0;0;1;1;1;1;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;1;1;0;0;1;1;1;0;1;1;0;1;0;0;1;0;1;1;1;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;1;0;0;0;1;1;0;1
1873;?;ts;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;1;0;1;0;0;0;1;1;0;0;0;1;0;1;1;1;0;1;1;0;1;1;1;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;1;1;1;1;1;1;0;1;1;0;0;1;1;0;0;1;1;0;1;1;1;0;0;1;1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;1;1;0;0;1;0;0;1;1;1;0;1
1875;?;ts;0;0;0;0;1;1;0;1;1;1;0;1;0;0;1;1;0;1;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;0;1;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;0;0;1;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;1;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;1;1;0;0;0;0;1;0;1
1876;?;ts;0;0;1;0;1;0;0;1;1;1;1;0;0;1;1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;1;0;0;1;1;1;0;0;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;1;1;0;0;0;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;0;1;0;1;0;1;0;1;1;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1
1879;?;ts;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;1;0;1;1;1;0;1;0;1;1;0;1;1;0;0;1;1;0;1;1;1;0;1;0;1;1;1;0;0;0;1;0;0;0;1;1;0;1;1;0;1;1;1;1;0;0;1;1;0;1;0;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;1;0;1;1;0;1;0;1;0;1;1;0;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;0;0;0;1;0;1
1880;?;ts;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;1;0;0;1;0;1;1;0;0;1;0;1;0;0;1;1;0;1;1;1;0;1;0;1;1;0;0;0;1;1;0;0;0;1;1;0;0;1;1;1;0;1;0;1;0;0;1;1;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;1;1;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;1
1886;?;ts;0;0;1;1;1;0;1;1;1;1;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;1;1;1;1;0;0;1;1;0;0;1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;1;0;1;0;1;1;0;0;0;1;1;1;0;1;0;1;1;0;1;0;0;1;1;1;0;0;0;1;0;1
1889;?;ts;0;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;0;1;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;0;1;0;1;0;1;1;1;0;1;0;1;0;0;0;0;0;1;1;1;1;0;0;0;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;0;1;0;1;0;1;1;1;1;1;1;1;0;1;0;0;0;1;0;1;0;1
1894;?;ts;0;0;1;0;1;1;0;1;1;1;1;1;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;1;1;1;0;1;1;1;0;1;0;1;1;0;0;0;1;1;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;1;0;1;0;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;1;1;0;1;1;1;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;1;1;0;1;0;1;0;1
1895;?;ts;0;0;1;1;1;1;0;1;1;1;0;1;0;0;1;1;0;0;0;0;1;1;1;0;1;0;1;0;1;1;0;1;1;0;0;0;1;0;1;0;0;1;0;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;0;1;0;1;0;1;1;0;0;1;0;1;0;1;0;0;0;1;1;1;0;1;0;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;1;0;1;0;1;0;0;1;0;1;0;0;0;1;0;1
1897;?;ts;0;0;0;0;0;1;0;0;1;1;0;1;0;0;1;1;1;1;1;0;1;1;1;0;1;0;1;0;0;1;1;0;1;0;1;0;1;1;1;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1;0;0;1;0;1;1;1;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;1;1;1;0;1;0;1;1;0;1;0;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1
1909;?;ts;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;1;1;0;0;1;1;0;1;1;1;1;1;0;1;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;1;0;1;0;1;0;1;1;1;1;0;0;1;0;1;0;1;0;0;0;1;1;0;0;1;1;1;0;0;1;1;1;0;1;0;1;1;1;1;0;1;0;1;0;1;1;1;0;1;1;0;0;1;1;1;0;0;0;1;0;1
1910;?;ts;0;1;1;0;1;0;0;0;1;1;1;1;0;1;1;1;0;0;1;0;1;1;1;0;1;1;1;0;1;0;0;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;0;1;1;0;0;1;1;1;1;0;1;0;0;1;0;1;1;0;1;1;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;1;0;1
1911;?;ts;0;0;1;1;1;0;0;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;1;0;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;1;1;1;1;1;1;0;0;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;0;1;0;1;0;1;1;1;1;0;1;0;1;1;0;1;0;1;1;1;0;0;1;0;0;0;1;1;0;1;1;1;0;0;0;1;1;0;0;1;1;0;1
1912;?;ts;0;0;1;0;1;0;0;1;1;1;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;0;0;1;1;0;0;1;1;0;1;0;1;0;1;1;0;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;1;0;1;1;1;1;1;1;0;1;0;1;0;1;1;0;1;0;1;0;0;1;1;0;1;1;1;0;0;0;0;1;0;1;0;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;1;1;0;0;1;1;0;0;1
1913;?;ts;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;1;0;1;0;1;0;1;1;1;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;1;1;1;1;0;0;1;1;1;0;1;1;1;0;1;0;0;1;1;0;1;1;0;0;0;1;0;1;1;1;0;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;0;1;0;0;0;1;1;1;0;1;1;1;0;1;1;1;0;1;0;1;0;1
1914;?;ts;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;1;1;0;1;0;0;0;1;1;1;0;1;1;1;0;1;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;0;1;1;1;0;1;0;0;0;1;1;0;1;0;1;0;0;0;0;1;0;1;0;1;1;0;1;0;1;1;0;0;0;1;0;1;0;1;1;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0
1916;?;ts;0;0;1;0;0;1;1;0;1;1;0;1;1;1;1;1;0;1;0;0;0;1;1;0;1;0;0;0;1;1;0;0;1;1;1;0;1;1;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;1;1;1;1;0;1;1;1;0;1;0;1;1;1;1;1;0;1;1;0;0;1;1;0;1;0;0;0;0;1;1;1;0;1;0;1;1;0;0;0;1;1;0;1;0;1;0;1;0;1;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;1
1917;?;ts;1;0;1;0;1;1;0;0;1;1;0;0;0;1;1;0;0;1;0;1;0;1;1;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;1;0;1;1;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;1;0;1;1;1;0;1;0;1;1;0;1;1;1;1;0;0;0;1;0;1;1;1;0;1
1919;?;ts;0;0;1;0;1;0;0;1;1;1;0;1;1;1;1;1;0;0;1;0;1;1;1;0;0;0;1;0;1;1;1;0;0;1;1;0;1;0;1;0;1;0;1;1;1;0;0;1;1;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;1;1;1;0;1;0;1;1;0;1;1;1;0;0;1;1;0;1;1;1;0;1;1;0;1;0;1;0;1;1;0;1;0;1;1;1;1;0;1;1;0;0;0;0;1;1;1;1;0;0;0;1;0;0;1;0;0;0;1
1926;?;ts;0;0;1;1;1;0;0;0;1;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1;1;0;1;1;1;1;0;1;1;1;1;0;0;0;1;0;0;1;0;0;1;1;1;0;1;1;0;1;0;1;1;0;1;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;1
1927;?;ts;0;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;0;1;0;0;0;0;1;0;1;0;1;0;1;0;0;1;1;0;0;1;1;1;1;1;1;1;0;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;1;1;1;1;1;1;1;1;0;1;0;1;0;1;1;0;1;1;1;0;0;0;0;0;1;0;1;1;0;1;0;1;0;1;0;1;1;0;1;0;1;1;1;0;0;1;0;0;0;1;1;0;1;1;1;0;0;0;0;1;0;1;1;0;0;1
1929;?;ts;0;0;1;0;1;0;0;0;1;1;0;1;0;0;1;0;0;1;0;0;0;1;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;1;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;1;1;1;0;1;0;1;0;1;1;0;1;1;1;0;0;1;0;1;1;0;1;0;0;1;0;1;1;0;0;1;1;0;0;0;1;1;0;0;1;1;0;1;0;1;1;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1
1938;?;ts;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;1;0;0;0;0;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;1;1;1;1;0;1;0;1;0;1;1;0;0;1;1;1;0;1;1;0;1;1;1;0;0;0;0;1;1;1;0;1;1;0;0;0;1;1;0;0;0;1;0;1;0;1;1;0;1;1;1;0;0;1;1;1;0;0;0;1;0;1
1939;?;ts;0;0;0;0;0;0;1;1;1;1;0;0;0;1;0;1;0;1;1;0;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;1;1;1;0;0;1;0;1;1;0;0;1;1;0;0;0;1;0;1;0;1;0;1;1;1;1;0;1;0;0;1;0;1;0;1;1;1;0;0;1;1;1;0;1;1;1;0;1;1;0;0;1;0;1;0;0;1;1;0;1
1940;?;ts;0;0;1;0;0;1;0;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;1;0;1;0;1;0;1;1;1;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;1;1;0;1;0;1;0;1;1;0;0;1;1;1;0;0;1;0;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;0;1;0;0;0;1;1;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;0;1;1;0;1
