ID;ames;set;ACDlogD65;ACDlogD74;ACDlogP;GClogP;NNlogP;ClogP;HBA_nonLipinski;HBD_nonLipinski;HBA;HBD;HB_sum;HBA_Selma;HBD_Selma;HBA_Raevsky;HBD_Raevsky;HBAmax;HBDmax;HBAsum;HBDsum;HBsumTotal;PSA;SAS_HB_A_AREA;SAS_HB_D_AREA;SAS_POL_AREA;SPEC_HB_TOT;SPEC_SAS_HB_A_AREA;SPEC_SAS_HB_D_AREA;SPEC_SAS_POL_AREA;SPEC_VDW_HB_A_AREA;SPEC_VDW_HB_D_AREA;SPEC_VDW_POL_AREA;VDW_HB_A_AREA;VDW_HB_D_AREA;VDW_POL_AREA;PSA_percentage;CMR;RotBond;VOL;GraphDiameter;GraphRadius;M1M;M2M;M3M;MolVol2D;MW;MolFlex;VDW_AREA;NPSA;AREA;NPSA_percentage;OVAL_NEW;SAS_NONPOL_AREA;SAS_TOT_AREA;SPEC_FLEX_BND;SPEC_SAS_NONPOL_AREA;SPEC_VDW_NONPOL_AREA;VDW_NONPOL_AREA;FractionNeutral;FractionIonized;Acid;Base;Neutral;Zwitterion;AverNegCharge_GM;AverNegCharge_GH;AverPosCharge_GM;AverPosCharge_GH;ChargeRang_GM;ChargeRange_GH;CHARGED;CHARGES;DipoleMomGH;DipoleMomGM;HOMO;LUMO;HuckelPiEnergy;HuckelResEnergy;MaxNegChargeGM;MaxPosChargeGM;MaxNegChargeGH;MaxPosChargeGH;MM_FHADSA;MM_FHASA;MM_FHDSA;MM_HACA;MM_HADCA;MM_HADSA;MM_HASA;MM_HDCA;MM_HDSA;MM_MAXNEG;MM_MAXPOS;MM_PCWT;MM_QMIN;MM_QC;MM_QH;MM_QN;MM_QnegMean;MM_QnegVar;MM_QO;MM_QON;MM_QposMean;MM_QposVar;MM_RNCS;MM_SAS_EP_N_AREA;MM_SAS_EP_N_MEAN;MM_SAS_EP_N_SUM;MM_SAS_EP_N_VAR;MM_SAS_EP_P_AREA;MM_SAS_EP_P_MEAN;MM_SAS_EP_P_SUM;MM_SAS_EP_P_VAR;MM_SPEC_SAS_EP_N_AREA;MM_SPEC_SAS_EP_P_AREA;MM_SPEC_VDW_EP_N_AREA;MM_SPEC_VDW_EP_P_AREA;MM_VDW_EP_N_AREA;MM_VDW_EP_N_MEAN;MM_VDW_EP_N_SUM;MM_VDW_EP_N_VAR;MM_VDW_EP_P_AREA;MM_VDW_EP_P_MEAN;MM_VDW_EP_P_SUM;MM_VDW_EP_P_VAR;NegIonCenters;NEG_charges;NEL_HCNOS;NEL_all;Polarizability;PosIonCenters;POS_charges;Amine1;Amine2;Amine3;AromCount;AtomCount;BromineCount;CarbonCount;ChlorineCount;FluorineCount;HAROM;HeavyAtomCount;IodineCount;MaxRing1;MaxRing2;MaxRing3;MWNPat;MWPat;MWSHDA;OxygenCount;NitrogenCount;NHCount;OHCount;PhosphorusCount;SulfurCount;HalogenCount;SiliconCount;RingCount;NonpolarCount;NonpolarCountMW;NPAT;BondCount;RigidbondCount;PAT;PolarCount;PolarCountMW;PIAT;QUATER;Balaban;IC;Kappa1;Kappa2;Kappa3;Chi0;Chi2;Chi3c;Chi3p;Chi4c;Chi4p;Chi5c;Chi5p;Chi6p;MaxEV1;MaxEV2;MaxEV3;MinEV1;MinEV2;MinEV3;MindistAA;MindistDA;MindistDD;Motoc;Randic;Wiener;SIC;Lipinski;SELMA_GC_type_000;SELMA_GC_type_001;SELMA_GC_type_002;SELMA_GC_type_003;SELMA_GC_type_004;SELMA_GC_type_005;SELMA_GC_type_006;SELMA_GC_type_007;SELMA_GC_type_008;SELMA_GC_type_009;SELMA_GC_type_010;SELMA_GC_type_011;SELMA_GC_type_012;SELMA_GC_type_013;SELMA_GC_type_014;SELMA_GC_type_015;SELMA_GC_type_016;SELMA_GC_type_017;SELMA_GC_type_018;SELMA_GC_type_019;SELMA_GC_type_020;SELMA_GC_type_021;SELMA_GC_type_022;SELMA_GC_type_023;SELMA_GC_type_024;SELMA_GC_type_025;SELMA_GC_type_026;SELMA_GC_type_027;SELMA_GC_type_028;SELMA_GC_type_029;SELMA_GC_type_030;SELMA_GC_type_031;SELMA_GC_type_032;SELMA_GC_type_033;SELMA_GC_type_034;SELMA_GC_type_035;SELMA_GC_type_036;SELMA_GC_type_037;SELMA_GC_type_038;SELMA_GC_type_039;SELMA_GC_type_040;SELMA_GC_type_041;SELMA_GC_type_042;SELMA_GC_type_043;SELMA_GC_type_044;SELMA_GC_type_045;SELMA_GC_type_046;SELMA_GC_type_047;SELMA_GC_type_048;SELMA_GC_type_049;SELMA_GC_type_050;SELMA_GC_type_051;SELMA_GC_type_052;SELMA_GC_type_053;SELMA_GC_type_054;SELMA_GC_type_055;SELMA_GC_type_056;SELMA_GC_type_057;SELMA_GC_type_058;SELMA_GC_type_059;SELMA_GC_type_060;SELMA_GC_type_061;SELMA_GC_type_062;SELMA_GC_type_063;SELMA_GC_type_064;SELMA_GC_type_065;SELMA_GC_type_066;SELMA_GC_type_067;SELMA_GC_type_068;SELMA_GC_type_069;SELMA_GC_type_070;SELMA_GC_type_071;SELMA_GC_type_072;SELMA_GC_type_073;SELMA_GC_type_074;SELMA_GC_type_075;SELMA_GC_type_076;SELMA_GC_type_077;SELMA_GC_type_078;SELMA_GC_type_079;SELMA_GC_type_080;SELMA_GC_type_081;SELMA_GC_type_082;SELMA_GC_type_083;SELMA_GC_type_084;SELMA_GC_type_085;SELMA_GC_type_086;SELMA_GC_type_087;SELMA_GC_type_088;SELMA_GC_type_089;SELMA_GC_type_090;SELMA_GC_type_091;SELMA_GC_type_092;SELMA_GC_type_093;SELMA_GC_type_094;SELMA_GC_type_095;SELMA_GC_type_096;SELMA_GC_type_097;SELMA_GC_type_098;SELMA_GC_type_099;SELMA_GC_type_100;SELMA_GC_type_101;SELMA_GC_type_102;SELMA_GC_type_103;SELMA_GC_type_104;SELMA_GC_type_105;SELMA_GC_type_106;SELMA_GC_type_107;SELMA_GC_type_108;SELMA_GC_type_109;SELMA_GC_type_110;SELMA_GC_type_111;SELMA_GC_type_112;SELMA_GC_type_113;SELMA_GC_type_114;SELMA_GC_type_115;SELMA_GC_type_116;SELMA_GC_type_117;SELMA_GC_type_118;SELMA_GC_type_119;SELMA_GC_type_120
3621;?;ts;1.53;1.53;1.534;1.457;2.384;2.072;4;0;4;0;4;4;0;4;0;0.86;0;3.547;0;3.547;41.33;90.48;0;90.48;0.2667;0.2364;0;0.2364;0.2617;0;0.2617;54.42;0;54.42;18.68;5.392;1;175.5;6;3;31.04;14.19;3.622;327.5;208.2;4.713;207.9;179.9;221.3;81.32;0.9632;292.2;382.7;0.06667;0.7636;0.7383;153.5;0.9908;0.009168;0;0;1;0;-0.1332;-0.1243;0.0666;0.1499;0.5876;0.5276;0;0;2.111;2.351;-0.7727;1.034;-16.39;10.39;-0.3431;0.2446;-0.2831;0.2446;1.487;1.487;0;0.3092;0.3092;0.02144;0.02144;0;0;-0.3625;0.5158;-12.24;-0.3625;1.885;0.45;0;-0.09351;0.1243;1.219;1.219;0.09351;0.1439;2.474;176.3;-18.82;-3.556;16.05;206.4;13.04;2.673;8.494;0.4607;0.5393;0.4809;0.5191;100;-56.89;-5.826;33.71;107.9;40.2;4.199;24.45;0;0;110;110;21.62;0;0;0;0;0;6;27;0;11;0;0;3;15;0;11;9;7;53.98;30.85;30.85;4;0;0;0;0;0;0;0;3;7;0.0336;7;17;13;4;4;0.0192;6;0;1.315;2.708;10.17;3.5;2.765;10.06;5.874;1.562;4.884;3.74;3.159;0.6402;2.28;1.29;9.696;9.259;8.802;2.851;3.851;4.326;1;?;?;3.209;6.219;307;0.3287;0;0;2;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;3;3;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3622;?;ts;0.38;0.38;0.377;1.694;0.974;0.419;5;0;6;0;5;3;0;5;0;2.36;0;6.049;0;6.049;82.27;140.5;0;175.5;0.4167;0.3668;0;0.4581;0.3044;0;0.4495;58.53;0;86.44;37.64;4.012;4;148.2;8;4;49.38;12.58;1.525;257.1;174.2;5.237;192.3;136.3;218.5;62.36;1.118;207.6;383.1;0.4167;0.5419;0.5505;105.8;1;0;0;0;1;0;-0.1794;-0.5145;0.0673;0.3056;0.6663;1.608;0;0;7.546;3.3;-1.119;0.2728;-17.89;12.49;-0.2999;0.3664;-0.8401;0.7684;2.151;2.151;0;0.4135;0.4135;0.02982;0.02982;0;0;-0.57;0.78;-9.398;-0.57;1.87;0.06;0.1983;-0.1206;0.203;1.732;1.93;0.1206;0.2169;5.387;156.9;-20.03;-3.235;15.6;226.1;16.58;3.708;13.38;0.4097;0.5903;0.3875;0.6125;74.51;-56.82;-4.254;43.2;117.8;53.52;6.607;43.43;0;0;92;92;15.6;0;0;0;0;0;0;22;0;6;0;0;0;12;0;0;0;0;0;47.5;39.58;4;2;0;0;0;0;0;0;0;0;0;0;11;6;6;6;0.0345;6;0;3.656;2.485;12;7.639;5.325;8.182;3.117;0.2622;2.062;0.6208;1.293;0;0.6293;0.3042;9.831;9.525;9.333;4.009;4.243;4.836;4;?;?;3.836;4.669;225;0.2967;0;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;4;0;1;0;2;3;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3627;?;ts;-0.55;-0.54;-0.538;1.629;1.697;1.02;5;2;6;2;7;4;2;6;2;1.919;-1.399;5.794;-2.798;8.592;82.57;108.4;30.36;138.7;0.4118;0.2402;0.06727;0.3072;0.2314;0.1134;0.3506;54.52;26.72;82.62;31.71;6.272;3;194.9;10;5;73.97;18.81;0.1093;360.2;232.2;4.189;235.6;177.9;260.4;68.29;1.064;312.7;451.3;0.1765;0.6928;0.6494;153;0.9954;0.004595;0;0;1;0;-0.1319;-0.2032;0.0806;0.1763;0.6568;1.614;0;0;7.027;3.244;-0.4491;0.6243;-29.1;16.1;-0.3003;0.3566;-0.9024;0.7112;2.508;1.751;0.3965;0.4126;0.5911;0.0385;0.02688;0.09343;0.006086;-0.57;0.78;-13.46;-0.57;2.23;1.52;1.55;-0.175;0.1943;1;2.55;0.1658;0.201;3.482;186;-27.35;-5.218;15.68;265.3;20.39;5.179;11.26;0.4122;0.5878;0.4662;0.5338;109.9;-58.35;-6.472;47.3;125.8;60.29;6.487;46.95;0;0;122;122;23.99;1;0;0;0;0;10;29;0;11;0;0;5;17;0;10;6;6;40.04;48.05;56.06;2;4;2;0;0;0;0;0;2;7;0.0301;5;18;14;6;4;0.0172;12;0;1.429;2.833;13.43;6.805;5.928;10.58;4.638;0.4343;3.231;0.8948;2.301;0;1.218;0.7468;9.726;9.625;8.85;2.593;3.775;4.032;1;1;1;4.687;6.443;556;0.3075;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;6;0;1;2;0;3;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3629;?;ts;-1.26;-1.26;-1.257;-1.152;-1.162;-1.785;3;2;3;2;5;3;2;3;2;1.516;-1.61;4.394;-3.2;7.594;53.91;109.7;103;139.3;0.7143;0.4048;0.38;0.514;0.4117;0.3526;0.4804;50.66;43.38;59.12;43.73;2.314;2;92.32;4;2;20.78;3.482;1.645;165.8;104.1;4.189;123;69.37;123.3;56.27;0.8448;131.7;270.9;0.2857;0.486;0.5196;63.93;0.9931;0.006884;0;0;1;0;-0.3816;?;0.0954;?;0.6004;?;0;0;?;2.883;?;?;?;?;-0.3911;0.2092;?;?;6.228;5.023;1.205;0.6181;0.7664;0.06909;0.05572;0.1483;0.01337;-0.68;0.4;-7.246;-0.68;0.754;1.1;0;-0.2194;0.2811;1.656;1.656;0.1755;0.1616;7.067;128.5;-24.31;-3.248;16.69;142.4;22.14;3.097;12.3;0.4743;0.5257;0.4572;0.5428;56.26;-78.83;-4.635;49.15;66.79;69.17;4.347;37.15;0;0;56;56;9.76;0;0;0;0;0;0;15;0;4;0;0;0;7;0;3;0;0;6.94;20.82;34.7;3;0;0;2;0;0;0;0;1;1;0.0096;1;7;3;3;3;0.0288;0;0;1.682;1.946;5.143;4.167;2.667;5.276;2.146;0.4024;1.615;0.8536;0.6179;0;0.1179;0;9.109;8.599;8.305;4.217;5.212;5.886;3;3;3;2.36;3.343;45;0.3173;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;2;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3631;?;ts;-0.99;-0.99;-0.994;-0.142;-0.424;-0.751;2;2;2;2;4;2;2;2;2;1.61;-1.42;3.22;-2.84;6.06;45.12;66.97;99.02;99.02;0.6667;0.2567;0.3796;0.3796;0.2932;0.3645;0.3645;34.58;42.99;42.99;32.72;2.339;1;87.61;3;2;9.76;6.219;0.6451;170.8;90.12;1.047;117.9;92.79;137.9;67.28;0.9266;161.8;260.9;0.1667;0.6204;0.6355;74.94;1;0;0;0;1;0;-0.2113;?;0.0704;?;0.5933;?;0;0;?;2.373;?;?;?;?;-0.3857;0.2077;?;?;5.697;4.415;1.281;0.5207;0.6718;0.06186;0.04795;0.1511;0.01392;-0.68;0.4;-5.824;-0.68;0.56;0.8;0;-0.1133;0.2534;1.36;1.36;0.09714;0.1569;8.644;145.6;-10.17;-1.539;7.7;115.2;12.93;1.387;9.084;0.5583;0.4417;0.5342;0.4658;63;-38.02;-2.845;36.69;54.93;46.64;2.139;49.22;0;0;50;50;10.25;0;0;0;0;0;0;16;0;4;0;0;0;6;0;0;0;0;11.27;11.27;22.53;2;0;0;2;0;0;0;0;0;2;0.0222;2;5;0;2;2;0.0222;0;0;3.2;1.099;6;2.222;3;5.155;2.488;0.6667;1.333;1.333;0;0;0;0;8.732;8.343;7;4.186;5.268;6.471;3;3;3;2.082;2.643;29;0.2188;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;6;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3633;?;ts;-0.34;-0.34;-0.34;-0.304;-0.514;-0.34;2;1;2;1;3;2;1;2;1;2.113;-2;3.541;-2;5.542;14.54;81.01;33.69;37.38;0.4286;0.2943;0.1224;0.1358;0.2765;0.1229;0.1601;34.06;15.13;19.72;11.12;3.44;0;96.99;3;2;17.86;10.61;0.1219;162.8;114.2;-0.5237;123.2;116.2;130.8;88.88;0.9072;237.9;275.3;0;0.8642;0.8399;103.4;1;0;0;0;1;0;-0.3445;-0.5967;0.0626;0.146;0.5157;0.8817;0;0;1.847;1.581;-1;-0.1338;-8.617;2.017;-0.3501;0.1656;-0.6022;0.2795;3.478;1.622;0.5302;0.1998;0.4284;0.0386;0.01801;0.0653;0.005884;-0.539;0.5;-7.973;-0.539;0.8821;0.67;1.008;-0.1838;0.2203;0;1.008;0.1838;0.1774;4.142;124.8;-23.29;-3.125;13.56;150.5;20.1;2.919;9.399;0.4533;0.5467;0.5273;0.4727;64.94;-55.4;-3.918;31.49;58.22;60.31;3.109;36.66;0;0;60;60;12.41;0;0;0;0;0;5;13;0;4;0;0;3;7;0;5;0;0;8.782;26.35;26.35;0;2;1;0;0;1;0;0;1;4;0.035;1;7;6;3;0;0;6;0;1.875;1.946;5.143;1.852;3.84;4.646;2.079;0.311;1.449;0.6429;0.4733;0;0.1162;0.0481;16.4;9.434;7.911;3.706;3.832;5.806;2;2;?;2.047;2.648;40;0.398;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
3634;?;ts;-0.93;-1.63;1.76;1.621;1.33;2.08;3;1;3;1;4;3;0;3;1;1.66;-3.155;3.173;-3.155;6.328;51.07;52.3;55.84;108.1;0.3077;0.1555;0.166;0.3216;0.1588;0.1248;0.2836;27.66;21.74;49.39;27.59;4.818;1;145;6;3;33.14;18.2;0;257.2;173.2;0.5237;174.1;134.1;185.1;72.41;0.9469;228.2;336.3;0.07692;0.6784;0.7164;124.8;0.0004074;0.9996;1;0;0;0;-0.1353;-0.2761;0.0902;0.1509;0.623;1.498;1;1;4.96;2.713;-0.7395;0.3639;-22.19;9.186;-0.3263;0.2967;-0.8475;0.651;3.527;1.896;0.4484;0.3301;0.6142;0.04654;0.02502;0.07809;0.005917;-0.65;0.6338;-9.192;-0.65;1.94;1.4;0.62;-0.2878;0.2355;1.22;1.84;0.2158;0.1724;4.389;140.8;-31.86;-4.519;24.52;195.5;19.13;3.472;9.593;0.4186;0.5814;0.5342;0.4658;93.02;-76.87;-6.984;71.39;81.12;67.48;4.37;43.71;1;1;90;90;18.22;1;0;0;0;0;10;20;0;10;0;0;6;13;0;10;6;6;60.61;25.98;34.63;2;1;0;1;0;0;0;0;2;8;0.0462;7;14;12;3;2;0.0115;12;0;1.53;2.565;9.551;4.022;3.324;7.749;3.307;0.4044;2.249;0.8218;1.598;0;0.8087;0.4238;9.732;9.419;8.535;2.569;3.534;3.959;2;?;?;3.199;4.425;226;0.3301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3635;?;ts;?;?;?;-11.38;-2.51;-3.443;39;24;39;24;63;39;24;36;24;1.4;-1.61;42.41;-33.73;76.14;710.7;563.2;778.6;833.6;0.8077;0.4886;0.6754;0.7231;0.5388;0.4756;0.6372;524;462.6;619.7;57.51;25.09;24;891.4;14;8;79.83;74.95;69.95;1722;1210;48.18;972.6;525.2;1236;42.49;1.779;319.2;1153;0.2308;0.2769;0.3628;352.9;?;?;0;0;1;0;-0.3364;-0.3448;0.1249;0.1284;0.7183;0.9166;0;0;6.998;8.809;-0.02;-0.02;-40.3;35.5;-0.3831;0.3352;-0.7165;0.2001;3.411;2.781;0.6301;2.704;3.317;0.1064;0.08672;0.6128;0.01965;-0.68;0.56;-93.28;-0.68;11.76;9.6;0;-0.2838;0.3197;22.99;22.99;0.2103;0.1914;0.4269;963.3;-44.08;-44.56;27.23;189.5;12.63;2.415;8.581;0.8356;0.1644;0.7381;0.2619;717.8;-117.8;-92.49;77.57;254.8;61.4;14.86;41.73;0;0;591;636;102.6;3;0;0;0;0;0;144;0;36;0;0;0;78;0;6;6;6;-50.41;352.9;529.3;36;3;0;24;3;0;0;0;7;-6;-0.005;-6;84;36;42;42;0.0347;3;0;1.283;2.618;65.54;26.73;17.14;57.12;33.33;6.947;29.83;17.89;22.78;0.4582;16.87;10.92;16.22;15.62;15.62;3.876;3.877;3.877;2;2;3;8.398;35.88;23440;0.1966;3;0;0;0;0;0;0;6;0;24;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;6;0;24;0;0;0;0;0;24;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
3637;?;ts;2.51;2.51;2.508;1.975;2.106;2.45;3;1;2;1;4;2;1;2;1;1.143;-2;2.475;-2;4.475;32.54;37.6;6.172;38.34;0.3077;0.09524;0.01563;0.0971;0.1234;0.05047;0.132;25.73;10.52;27.51;13.48;5.754;4;173.7;7;4;37.94;17.08;2.13;319.9;195.3;2.095;208.5;208.8;241.4;86.52;1.067;356.5;394.8;0.3077;0.9029;0.868;181;1;0;0;0;1;0;-0.1041;-0.1519;0.0551;0.1766;0.4494;1.327;0;0;5.527;2.549;-0.7619;0.4441;-14.88;6.877;-0.2856;0.1638;-0.8058;0.5214;1.811;1.634;0.1774;0.3407;0.3776;0.02615;0.02359;0.03697;0.002561;-0.8691;0.5991;-8.155;-0.8691;2.099;1;0.8691;-0.1666;0.2537;0.57;1.439;0.1315;0.1675;3.039;187.1;-20.77;-4.09;13.72;207.7;14.93;2.985;8.993;0.474;0.526;0.4794;0.5206;99.93;-63.25;-6.889;45.08;108.5;48.72;4.889;27.21;0;0;104;104;23.04;1;0;0;0;0;6;26;0;10;0;0;4;13;0;6;0;0;52.58;22.53;30.04;1;1;1;0;0;1;0;0;1;8;0.041;7;13;7;3;2;0.0102;8;0;2.049;2.565;11.08;5.672;4.688;8.638;3.541;0.351;2.277;0.6891;1.522;0;0.8473;0.4669;16.2;9.532;9.011;2.855;3.956;4.359;4;4;?;3.683;4.992;256;0.3138;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;2;0;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3640;?;ts;-4.76;-6.55;0.443;-0.418;-0.031;-0.685;7;3;7;3;10;6;1;7;3;1.5;-3.349;6.208;-7.716;13.93;131.3;91.98;137.9;225;0.625;0.2127;0.3187;0.5201;0.2548;0.263;0.5088;60.23;62.17;120.3;46.15;5.071;6;193.3;8;4;62.41;7.75;4.49;349.5;234.2;5.237;236.4;153.2;284.5;53.85;1.186;207.6;432.5;0.4375;0.4799;0.4912;116.1;1.02E-07;1;1;0;0;0;-0.2441;-0.3887;0.1046;0.3576;0.671;1.542;1;2;7.575;3.685;-1.404;0.7886;-22.73;16.73;-0.3751;0.2959;-0.8118;0.7297;4.853;2.542;0.7944;0.601;1.147;0.07462;0.03908;0.1878;0.01221;-0.68;0.659;-15.62;-0.68;2.72;1.4;0;-0.206;0.2845;4.12;4.12;0.1791;0.2491;2.216;132.8;-47.17;-6.686;37.24;299.7;20.77;6.059;14.72;0.307;0.693;0.4005;0.5995;94.68;-102.2;-10.35;92.78;141.7;68.23;8.679;60.51;2;2;124;124;20.73;0;0;0;0;0;0;30;0;9;0;0;0;16;0;0;0;0;15.61;54.65;78.07;7;0;0;3;0;0;0;0;0;2;0.0085;2;15;4;7;7;0.0299;6;0;4.349;2.686;16;6.667;6.37;11.82;6;1.74;3.059;2.315;2.232;0.3384;0.9697;0.5566;9.636;9.568;9.521;3.638;4.116;4.281;2;3;?;4.254;6.141;456;0.2948;0;0;2;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;3;4;6;0;0;0;1;2;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3642;?;ts;0.97;0.98;0.979;1.58;1.841;1.572;4;2;5;2;6;5;2;5;2;1.604;-1.285;6.248;-2.57;8.818;58.97;104.7;61.9;133;0.3529;0.2477;0.1464;0.3146;0.2515;0.1105;0.3062;56.86;24.98;69.21;23.49;6.621;0;195.1;8;4;56.81;13.46;0.1584;374.8;227.3;0.5237;226;192.1;251.1;76.51;0.999;289.7;422.7;0;0.6854;0.6938;156.8;1;0;0;0;1;0;-0.1706;-0.2272;0.062;0.1898;0.5027;0.7834;0;0;3.58;2.825;-0.6597;-0.43;-22.63;7.625;-0.3167;0.186;-0.416;0.3674;3.462;3.009;0.4527;0.6803;0.7826;0.05205;0.04525;0.1023;0.006807;-0.884;0.4;-10.35;-0.884;2.432;1.1;2.737;-0.1959;0.2874;0;2.737;0.1363;0.1346;4.96;211.9;-28.09;-6.222;16.82;210.8;22.64;4.764;14.69;0.5014;0.4986;0.5329;0.4671;120.5;-72.11;-9.241;50.4;105.6;66.44;6.721;40.93;0;0;120;120;25.57;1;0;0;0;0;13;30;0;12;0;0;2;17;0;13;10;9;53.03;37.88;45.45;0;5;2;0;0;0;0;0;3;11;0.0484;7;19;15;5;1;0.0044;13;0;1.293;2.833;12.06;4.281;3.484;10.96;5.339;0.9137;4.138;2.034;2.853;0;1.773;1.077;9.963;9.508;8.529;2.529;3.385;3.636;2;2;?;3.769;6.297;458;0.2735;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;3;4;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
