ID;ames;set;_Numb._of_atoms;_Numb._of_bonds;_Numb._of_rings;_MaxRing1;_MaxRing2;_MaxRing3;Numb._of_rot._bonds;Numb._of_rig._bonds;Max._flex._chain_1;Max._flex._chain_2;Max._flex._chain_3;_Max._rig._chain;_Num._rig._frag.;_Part._flex._chain;_Min_eV_#1;_Min_eV_#2;_Min_eV_#3;_Max_eV_#1;_Max_eV_#2;_Max_eV_#3;_Graph_radius;_Graph_diameter;_Wiener_index;_Balaban_index;_Motoc_index;_Randic_index;_Inform_content;_K&H_Kappa1;_K&H_Kappa2;_K&H_Kappa3;_Kier_Chi0;_Kier_Chi2;_Kier_Chi3p;_Kier_Chi3c;_Kier_Chi4p;_Kier_Chi4c;_Kier_Chi5p;_Kier_Chi5c;_Kier_Chi6p;_Carbon_count;_Nitrogen_count;_Oxygen_count;_Silicon_count;_Phosphorous_count;_Sulphur_count;_Fluorine_count;_Clorine_count;_Bromine_count;_Iodine_count;Max._pos._charge_Gast.;Max._neg._charge_Gast.;Charge_range_Gast.;Aver._pos._charge_Gast.;Aver._neg._charge_Gast.;Dipole_moment_Gast.;_HMO_pi-energy;_HMO_reson._energy;_HMO_HOMO_energy;_HMO_LUMO_energy;Max.pos.chrg.(G+H);Max.neg.chrg.(G+H);Charge_range_(G+H);Aver._pos._charge_(G+H);Aver._neg._charge_(G+H);Dip._mom._2D_(G+H);_Mol._weight;_Polar_count;_Nonpolar_count;_Polar_count_/_MW;Nonpolar_count_/_MW;_Min._dist_DD;_Min._dist_DA;_Min._dist_AA;_Mol._volume_2D;_PSA;_NPSA;_TSA;_Polarizability;_HB-donors;_HB-acceptors;_Pos._ioniz.;_Neg._ioniz.;_GClogP;_NNlogP;_CMR;_Lipinski;_HYBOT_HB-Donors;HYBOT_HB-Acceptors;_HYBOT_max_donor;HYBOT_max_acceptor;_HYBOT_sum_donor;HYBOT_sum_acceptor;_HYBOT_sum_total
1516;?;ts;23;26;4;16;14;14;2;21;1;1;0;17;5;2;2.42294;2.88821;3.50895;9.812;9.39482;9.25187;6;11;1020;1.1748;4.52835;8.53428;3.13549;16.46745;6.3787;3.9837;14.16277;6.50497;5.32329;0.85814;4.01436;2.21669;2.59295;0;1.843;18;1;4;0;0;0;0;0;0;0;0.21443;-0.35386;0.56829;0.06959;-0.15815;5.02007;-39.47752;20.47752;-0.61117;0.19638;0.43509;-0.90359;1.33868;0.09884;-0.25468;6.64528;307.30011;4;14;0.01302;0.04556;?;3;3;465.08008;69.59526;239.97415;309.5694;32.34146;1;5;1;0;2.8087;2.4634;8.36364;0;1;5;-2.76488;1.70624;-2.76488;6.75965;9.52453
1518;?;ts;17;20;4;13;12;9;2;16;1;1;0;12;4;2;2.83065;3.97211;4.3226;9.58113;9.30303;8.88373;4;8;461;1.03208;3.79531;7.45949;2.83321;10.88;4.59184;4.30178;10.99964;5.94877;5.02921;0.95979;3.78653;2.04147;2.74434;0;1.9678;12;0;5;0;0;0;0;0;0;0;0.19465;-0.34329;0.53794;0.07528;-0.23659;3.76555;-20.59289;14.59289;-0.7727;1.10824;0.19465;-0.33725;0.5319;0.11891;-0.22262;3.34534;236.22067;5;7;0.02117;0.02963;?;?;2;356.31003;44.8998;178.80472;223.70453;23.1791;0;5;0;0;1.3942;1.18834;5.65746;0;0;5;0;1.0925;0;4.29908;4.29908
1519;?;ts;19;21;3;13;10;9;1;14;0;0;0;12;3;0;2.74612;3.67503;3.77202;9.3246;8.82276;8.31501;4;7;595;1.3969;3.87298;7.93723;2.79851;13.95918;4.24653;3.02959;13.43072;8.05495;6.44696;2.3329;4.38119;5.11037;2.59931;0.74402;1.90429;18;0;1;0;0;0;0;0;0;0;0.08119;-0.36304;0.44423;0.03281;-0.05947;3.08782;-8;2;-1;1;0.08119;-0.36304;0.44423;0.05015;-0.05947;2.16165;258.39844;1;17;0.00387;0.06579;?;?;?;526.63007;8.79277;336.181;344.97379;35.78152;0;1;0;0;4.2528;5.11959;7.95069;1;0;1;0;1.42314;0;1.95635;1.95635
1521;?;ts;25;26;2;6;6;0;4;16;1;1;1;6;5;3;2.77884;3.02539;3.48579;9.95969;9.68778;9.43133;4;8;1280;2.01012;4.66333;9.34915;3.21888;21.30177;9.27392;5.7363;16.79253;7.2293;5.38942;1.13924;3.97519;2.56147;2.52024;0;1.70144;17;2;6;0;0;0;0;0;0;0;0.29559;-0.33782;0.63341;0.06601;-0.13673;3.70028;-39.85527;24.25526;-0.5172;-0.33807;0.59819;-0.89409;1.49228;0.20571;-0.26492;10.03808;346.33463;8;9;0.0231;0.02599;?;2;2;531.53009;112.65853;279.13901;391.79755;34.8412;1;6;1;0;1.9284;2.54221;9.02577;0;1;7;-2.27197;1.28031;-2.27197;5.96051;8.23248
1527;?;ts;20;20;1;6;0;0;6;9;3;3;2;5;3;5;2.87452;3.88522;4.07673;17.1804;17;9.955;6;11;880;2.22885;5.31532;7.79837;2.78779;18.05;8.44444;6.54935;13.86988;6.37641;4.50162;1.12268;2.5905;2.41391;1.55006;0;1.01232;11;2;5;0;0;0;0;2;0;0;0.23592;-0.38936;0.62528;0.09699;-0.14176;3.51598;-22.19869;12.79869;-1;-0.33807;0.64518;-0.84745;1.49263;0.18671;-0.2945;13.87345;323.12939;7;6;0.02166;0.01857;3;2;2;410.64001;122.59386;207.08211;329.67596;28.07528;3;5;0;0;1.0254;0.84645;7.36259;0;3;6;-2.19;1.8;-5.17581;6.38;11.55581
1528;?;ts;14;15;2;10;6;6;1;12;1;0;0;9;3;1;2.50231;3.45239;3.95111;9.9754;9.41409;8.50092;4;7;281;1.54992;3.44023;4.8356;2.63906;10.51556;4.2449;3.59184;8.67121;3.81049;2.4957;0.57111;1.77526;0.99494;0.97765;0;0.54847;11;1;2;0;0;0;0;0;0;0;0.11844;-0.12716;0.2456;0.04658;-0.05082;1.22681;-21.3224;8.92241;-0.68144;-0.30151;0.4184;-0.66942;1.08781;0.14209;-0.16006;4.4111;187.19466;3;8;0.01603;0.04274;?;?;2;290.93005;44.63116;163.29164;207.92281;20.72729;0;2;0;0;3.119;3.28101;5.43363;0;0;2;0;0.5;0;1.90456;1.90456
1529;?;ts;12;13;2;6;3;0;2;11;1;1;0;5;3;2;2.94799;3.94505;4.41886;9.56074;9.07917;8.91566;4;7;211;1.28146;3.62859;4.57652;2.25386;8.59172;5.61225;5.32544;7.29253;3.01755;1.9957;0.40653;1.20651;0.67543;0.54776;0;0.30451;9;1;2;0;0;0;0;0;0;0;0.23847;-0.35937;0.59784;0.0862;-0.14007;3.35621;-14.87322;6.87322;-0.76997;0.76985;0.63672;-0.84413;1.48084;0.18904;-0.22304;4.54513;163.17326;3;6;0.01839;0.03677;?;2;3;258.23004;41.33557;139.6147;180.95027;17.59575;1;2;0;0;0.6409;0.77713;4.45747;0;1;3;-2.53;1.8;-2.53;3.86708;6.39707
1537;?;ts;25;28;4;18;14;14;5;21;4;3;3;17;4;4;2.30953;2.73888;3.35;17.09091;9.85891;9.29775;5;10;1322;1.17004;4.90306;9.66212;3.21888;18.36735;8.34714;5.7363;15.25663;7.16747;5.49419;0.67185;4.42447;1.76585;2.88011;0;2.02585;21;3;0;0;0;0;0;1;0;0;0.11684;-0.3255;0.44235;0.04918;-0.09836;4.21724;-28.95221;7.95221;-0.44294;0.45656;0.19153;-0.53998;0.73151;0.08134;-0.09464;3.46491;349.8566;2;20;0.00572;0.05717;?;3;3;575.11005;39.08776;339.74365;378.83142;41.60297;2;3;3;0;4.26;5.52893;10.47832;1;2;3;-1.28492;2;-2.56984;6.46407;9.03391
1539;?;ts;15;17;3;12;10;10;1;15;1;0;0;12;3;1;2.47706;3.50797;3.77696;9.52401;8.49202;8.34604;4;7;324;1.24241;3.43095;5.87699;2.24595;10.17301;4.10764;3.2256;9.16277;4.61491;3.67182;0.55408;2.82484;1.26036;1.74792;0;1.19974;14;1;0;0;0;0;0;0;0;0;0.11981;-0.3103;0.43011;0.04757;-0.05437;2.57919;-13.68324;2.68324;-0.61803;0.61803;0.0217;-0.3103;0.332;0.0217;-0.05437;1.55449;197.2756;1;13;0.00507;0.0659;?;?;?;367.38007;14.57322;219.4944;234.06761;26.22249;1;1;1;0;2.7007;2.89745;6.36774;0;1;1;-1.5;2.02;-1.5;3.56933;5.06933
1542;?;ts;16;17;2;10;6;6;1;11;1;0;0;9;2;1;3.15844;3.43793;3.8675;8.84156;8.56207;8.1325;3;6;390;1.68239;3.58701;6.71616;2.5666;12.45675;4.34911;3.76923;11.50807;6.91701;4.70257;2.1086;3.68137;3.08134;2.32788;0.37079;1.84777;16;0;0;0;0;0;0;0;0;0;0.05429;-0.08031;0.1346;0.0283;-0.04599;0.79387;-4;0;-1;1;-0.01067;-0.08043;0.06976;0;-0.04599;0.25569;218.37764;0;16;0;0.07327;?;?;?;481.50009;0;322.08862;322.08862;32.69889;0;0;0;0;4.9512;6.33359;7.21003;1;0;0;0;0.11;0;0.34033;0.34033
1544;?;ts;21;22;2;6;6;0;5;13;3;2;0;5;3;5;2.83161;3.18977;4.13935;17.09382;16.20211;9.53399;6;11;996;1.51998;5.4292;7.74383;3.04452;17.35537;8.02222;7.70511;13.79253;6.31978;4.14876;1.02377;2.7754;1.64202;1.60475;0;0.97951;14;3;2;0;0;1;0;1;0;0;0.27386;-0.32922;0.60308;0.08068;-0.12102;4.67493;-33.50529;19.50529;-0.3715;0.7886;0.70766;-0.81113;1.51879;0.2731;-0.1972;8.49026;323.79785;3;12;0.00927;0.03706;?;2;2;456.17007;75.28637;266.9025;342.18887;33.14197;1;5;1;1;4.5054;3.65398;8.44893;0;2;5;-3.34929;1.5;-5.34978;5.82794;11.17772
1554;?;ts;16;18;3;14;10;10;0;16;0;0;0;13;3;0;2.41886;2.97708;3.76882;9.78701;9.05107;8.46906;4;8;395;1.24373;3.69121;5.64274;2.77259;11.11111;4.34911;3.4952;9.6188;4.44729;3.28688;0.60267;2.42007;1.26807;1.34182;0;0.9124;13;3;0;0;0;0;0;0;0;0;0.12124;-0.29946;0.4207;0.06746;-0.11468;3.21609;-26.42302;10.42302;-0.42871;0.43235;0.20416;-0.58118;0.78534;0.14333;-0.12229;2.35602;209.24654;2;11;0.00956;0.05257;6;4;4;344.97006;65.58147;159.13089;224.71236;24.71166;4;3;3;0;1.86;1.84147;6.49615;0;4;3;-1.28475;1.9;-5.13898;5.0916;10.23058
1555;?;ts;27;30;4;9;6;6;5;21;1;1;1;8;5;4;2.77719;2.99293;3.74168;9.98026;9.94964;9.2162;7;14;1885;1.03889;6.20334;10.566;3.19315;20.28;8.39359;7.39556;17.25663;8.91572;7.07625;1.39188;4.82987;3.19293;3.0735;0;2.22506;16;6;5;0;0;0;0;0;0;0;0.20766;-0.38855;0.59621;0.09235;-0.19129;6.0178;-32.70156;15.30156;-0.83103;-0.56148;0.56634;-0.52569;1.09203;0.18226;-0.34794;13.3685;372.33545;7;9;0.0188;0.02417;4;2;2;542.89001;157.51231;215.05927;372.57159;35.19132;4;10;1;0;0.2606;0.26428;9.23612;0;4;10;-1.61;1.3;-5.58;9.2524;14.8324
1556;?;ts;13;14;2;3;3;0;5;9;4;3;2;2;4;4;3.52777;4.2533;4.56909;9.54135;9.07719;9.05896;3;6;260;1.34167;3.70377;5.60514;2.1384;9.55102;8.59172;6.12245;8.46625;3.67942;2.43052;0.67044;1.60608;0.83776;1.08106;0;0.57613;9;1;3;0;0;0;0;0;0;0;0.23031;-0.36637;0.59668;0.06712;-0.22374;2.9554;-9.21116;5.01116;-1.06749;0.52219;0.57231;-0.87695;1.44926;0.13076;-0.3466;4.77669;183.20442;4;5;0.02183;0.02729;?;?;5;305.50003;37.03246;175.83611;212.86856;19.48749;0;3;0;0;-0.2899;-0.0773;4.67712;0;0;4;0;1.862;0;5.21744;5.21744
1559;?;ts;12;11;0;0;0;0;4;4;2;1;1;2;2;4;3.89829;4.13187;4.85961;35.03452;9.60528;9.46435;4;8;235;3.47305;4.06575;4.91825;2.48491;12;6.50888;6.25;8.81999;3.81295;2.21972;0.60979;1.10456;1.04899;0.5589;0;0.3469;7;1;3;0;0;0;0;0;1;0;0.28044;-0.31217;0.59262;0.07392;-0.17953;2.37615;-14.22469;10.22469;-1.25701;0.7886;0.71411;-0.84878;1.56289;0.31398;-0.29995;6.25155;238.07909;4;4;0.0168;0.0168;?;2;5;290.30002;59.90903;183.67981;243.58884;19.5438;1;2;0;0;0.591;0.74467;4.81482;0;1;4;-1.88333;2.03202;-1.88333;4.19387;6.0772
1561;?;ts;22;26;5;19;17;17;0;24;0;0;0;19;5;0;2.48833;2.73603;3.22354;9.59804;9.26979;8.71882;5;9;902;0.96273;4.39401;8.12479;3.09104;14.35207;5.25;3.92562;12.9282;6.74288;5.54103;0.96029;4.03387;2.43543;2.72074;0;1.9788;20;0;2;0;0;0;0;0;0;0;0.20801;-0.38135;0.58935;0.08548;-0.06839;4.41507;-24.91022;5.91022;-0.48762;0.46016;0.11346;-0.38135;0.49481;0.0888;-0.07437;2.8934;286.32397;2;18;0.00699;0.06287;3;3;3;467.24005;45.11796;240.44356;285.56152;34.11732;2;2;0;0;3.0402;3.46333;8.7145;0;2;2;-1.50581;1.6;-3.01163;4.7416;7.75322
1568;?;ts;10;10;1;6;0;0;2;7;1;1;0;5;2;2;2.75963;3.3737;4.44577;17.09093;9.74421;8.98288;4;7;125;1.85659;3.15876;3.4207;2.02533;8.1;4;3.70248;6.09386;2.19481;1.52885;0.20118;0.83667;0.39827;0.36882;0;0.2223;8;1;0;0;0;0;0;1;0;0;0.09919;-0.18598;0.28516;0.05921;-0.07612;1.62086;-10.56804;2.96804;-0.80457;0.40937;0.34656;-0.53212;0.87868;0.10937;-0.1286;3.48324;151.59294;1;8;0.0066;0.05277;?;?;?;211.84003;18.6975;151.2953;169.9928;16.46585;0;1;1;0;2.309;2.31811;4.18572;0;0;1;0;1.34714;0;2.06664;2.06664
1569;?;ts;37;42;6;9;9;6;9;30;3;3;2;8;6;6;2.7222;2.75113;2.85142;17.09091;9.86767;9.76707;11;22;5168;0.70513;9.21971;14.88476;3.46105;27.18367;12.25;11.18409;23.02422;12.0372;9.47794;1.51138;6.62084;3.35532;4.18331;0;2.79658;29;7;0;0;0;0;0;1;0;0;0.16178;-0.33771;0.49949;0.05123;-0.1255;7.04653;-41.21084;15.21084;-0.52259;-0.44095;0.28599;-0.63747;0.92346;0.08825;-0.20079;8.77476;514.06427;3;27;0.00584;0.05252;6;2;2;867.98987;51.34747;510.67105;562.01855;60.44441;2;7;3;0;6.0069;5.03848;15.05012;2;2;7;-2.06273;2;-4.12545;9.14246;13.26792
1571;?;ts;16;17;2;6;6;0;4;13;4;3;2;5;3;4;2.94468;2.95529;4.24913;16.39301;9.12951;9.09341;5;10;495;1.32553;4.75307;5.58913;1.81951;12.45675;6.66667;7.8642;9.39482;4.07475;2.5939;0.41248;1.83157;0.56679;0.83504;0;0.48305;13;2;0;0;0;1;0;0;0;0;0.13197;-0.25212;0.38409;0.06445;-0.08593;2.1859;-25.21487;11.61487;-0.59515;0.85283;0.32448;-0.48459;0.80907;0.14952;-0.10146;2.36873;228.31277;2;11;0.00876;0.04818;2;2;2;362.20004;28.54254;232.38091;260.92346;27.41068;2;2;0;0;3.422;3.68126;7.33206;0;2;2;-2.00049;1.788;-4.00098;4.1808;8.18178
1576;?;ts;22;24;3;10;6;6;3;19;1;1;1;9;5;3;2.50265;2.88786;3.47843;9.95653;9.66245;9.31518;6;12;1142;1.14291;5.73287;7.57364;2.96502;16.84375;7.7135;6.57439;13.13531;5.75294;4.03463;0.72834;2.68414;1.47012;1.45687;0;0.94612;16;4;2;0;0;0;0;0;0;0;0.12124;-0.2986;0.41984;0.06658;-0.0749;3.28469;-36.14442;15.74442;-0.53414;-0.32279;0.45001;-0.63781;1.08782;0.12686;-0.15143;7.22189;292.29208;6;10;0.02053;0.03421;?;3;1;441.98007;94.7172;213.15511;307.87231;31.17817;2;5;3;0;4.2556;4.2876;8.60025;0;2;5;-1.28474;1.18778;-2.56948;4.88855;7.45802
1580;?;ts;8;8;1;6;0;0;2;4;0;0;0;5;1;0;4.11526;4.58579;5.36513;8.95372;8;7.41421;3;4;61;1.86508;2.38298;3.78769;1.55958;6.125;2.52;3.67347;5.98313;3.37695;2.19858;0.57735;1.73736;0.74158;0.55474;0;0.28452;6;1;1;0;0;0;0;0;0;0;0.12119;-0.36661;0.4878;0.04422;-0.18794;1.95119;?;?;?;?;?;?;?;?;?;?;115.17352;2;4;0.01737;0.03473;?;3;3;231.59003;23.36599;140.53186;163.89784;14.60174;1;2;1;0;0.2269;-0.01967;3.29241;0;1;2;-1.5;1.95765;-1.5;3.55765;5.05765
1584;?;ts;16;18;3;13;9;9;1;15;1;0;0;12;3;1;2.5912;2.95004;3.83222;9.9152;9.14917;8.6559;4;8;403;1.22368;3.78924;5.99982;2.77259;11.11111;4.34911;3.76923;9.87831;4.62332;3.6311;0.59486;2.54731;1.42223;1.55469;0;1.01988;12;3;1;0;0;0;0;0;0;0;0.23262;-0.33864;0.57125;0.0818;-0.11898;3.42752;-25.64162;10.64162;-0.56734;-0.41396;0.2487;-0.36891;0.61761;0.10287;-0.16145;3.36946;213.23524;2;10;0.00938;0.0469;1;1;1;341.05008;64.24964;161.26753;225.51718;23.76069;3;4;1;0;2.8602;3.16546;6.31902;0;3;4;-2.06273;1.25988;-5.33273;4.66553;9.99826
1590;?;ts;26;31;6;20;19;17;1;27;1;0;0;20;8;1;2.49467;3.19994;3.70508;10.25553;9.57095;9.42568;5;9;1342;0.92143;4.59833;10.66675;3.2581;16.90947;5.76;4.07756;16.59601;9.78914;8.56316;2.31732;6.67578;5.70978;4.5989;0.73343;3.47716;19;0;7;0;0;0;0;0;0;0;0.35181;-0.41979;0.7716;0.07826;-0.19564;4.3235;-27.92841;13.32841;-0.7041;-0.66516;0.62265;-0.83513;1.45778;0.25314;-0.31303;9.27204;356.32614;6;13;0.01684;0.03648;?;?;2;530.46008;81.75483;248.39824;330.15308;35.21823;0;7;0;0;1.562;2.52476;8.60935;0;0;7;0;1.43204;0;6.89321;6.89321
1594;?;ts;23;27;5;18;18;16;1;25;1;0;0;19;6;1;2.10201;2.8445;2.94495;10.0226;9.80712;9.15543;5;8;954;1.0403;4.15129;7.99629;3.13549;15.27023;5.77156;3.81944;13.05796;6.3814;4.97307;0.81962;3.99048;1.96328;2.64796;0;1.95596;20;1;2;0;0;0;0;0;0;0;0.11873;-0.12716;0.24589;0.05188;-0.04096;1.66538;-36.01309;10.61309;-0.57484;-0.28358;0.3488;-0.73901;1.08781;0.07262;-0.13738;5.48027;297.30685;3;17;0.01009;0.05718;?;?;2;455.50009;44.63116;238.40176;283.03293;34.03915;0;2;0;0;4.748;4.98385;8.93779;0;0;2;0;0.46816;0;2.92695;2.92695
1596;?;ts;20;22;3;8;6;5;3;17;1;1;1;7;5;3;2.82954;3.4662;3.83139;16.20245;10.02081;9.95388;5;10;797;1.22958;4.79857;7.44498;2.8571;14.91736;6.01172;5.73153;12.49964;6.12943;4.52269;0.88447;2.94883;1.89414;1.91736;0;1.29696;11;4;4;0;0;1;0;0;0;0;0.21047;-0.30052;0.511;0.06565;-0.10147;2.48075;-32.08791;18.28791;-0.78994;-0.40526;1.1582;-0.57441;1.73261;0.29134;-0.36416;15.59345;292.27063;6;5;0.02053;0.01711;?;?;2;373.1601;100.07709;175.52219;275.59927;26.4514;0;6;0;0;2.6854;2.08252;7.17303;0;0;6;0;1.07395;0;4.46412;4.46412
1600;?;ts;13;12;0;0;0;0;9;0;6;6;6;0;0;6;4.77983;4.79635;4.79635;17.09091;17.09091;17.09091;4;8;300;3.51911;4.34122;6.34606;1.55085;13;10.08333;8.33333;9.94131;4.29271;2.89778;0.20412;1.91141;0.43301;1.4784;0;0.82888;6;0;3;0;1;0;0;3;0;0;0.31128;-0.30107;0.61235;0.06641;-0.21029;1.72312;?;?;?;?;?;?;?;?;?;?;269.49045;3;6;0.01113;0.02226;?;?;2;321.07007;26.80223;245.2934;272.09564;24.51157;0;3;0;0;1.0436;1.80624;4.93375;0;0;3;0;1.06;0;4.8325;4.8325
1603;?;ts;14;14;1;6;0;0;3;8;1;1;1;5;3;2;2.83755;4.14509;4.17085;17.09093;9.99341;9.91311;4;6;296;2.21535;3.60098;4.99982;2.14395;12.07143;5.1856;4.38781;9.35337;3.83282;2.38665;0.63807;1.38893;1.09513;0.96818;0;0.56152;7;2;4;0;0;0;0;1;0;0;0.11477;-0.13326;0.24803;0.05583;-0.06204;1.1718;-23.09946;14.29946;-1;-0.35497;0.54333;-0.54867;1.092;0.22089;-0.34098;6.55113;216.5786;6;2;0.0277;0.00923;?;?;2;250.89001;89.26232;123.86712;213.12944;17.52239;0;4;0;0;2.2189;2.17918;4.90633;0;0;4;0;0.4;0;2.15791;2.15791
1606;?;ts;22;25;4;15;14;13;3;20;2;1;0;15;5;3;2.6362;3.28537;3.4299;9.74751;8.91732;8.62122;6;11;942;1.11334;4.61318;8.86841;3.09104;15.5232;6.13587;4.52112;13.80904;7.38788;6.13293;1.06143;4.86945;2.61856;3.49599;0;2.53132;19;2;1;0;0;0;0;0;0;0;0.2044;-0.38084;0.58523;0.04965;-0.1064;5.18319;-16.18687;1.98687;-0.75578;-0.42817;0.37127;-0.38084;0.7521;0.09398;-0.13331;5.26473;294.39078;2;17;0.00679;0.05775;?;4;4;536.9201;24.30587;319.74573;344.05161;37.02434;1;3;1;0;2.8545;2.81413;8.99408;0;1;3;-1.56;1.93286;-1.56;4.83395;6.39395
1607;?;ts;11;11;1;6;0;0;2;7;1;1;0;5;2;2;2.85035;4.08052;4.35951;9.52783;9.20338;8.56751;3;6;150;2.07419;3.00908;4.0016;2.3979;9.09091;4.13265;2.84444;7.22361;2.68904;2.08869;0.3104;1.30748;0.85101;0.51053;0;0.21082;8;0;3;0;0;0;0;0;0;0;0.21443;-0.35387;0.5683;0.08615;-0.18666;2.5162;-20.02217;12.02217;-0.72781;0.4421;0.51579;-0.80434;1.32013;0.21549;-0.21631;5.10072;152.14732;3;5;0.01972;0.03286;?;3;3;231.21004;50.24724;129.26649;179.51373;15.38847;1;3;0;0;1.3056;1.41361;3.97274;0;1;3;-2.76488;0.95;-2.76488;2.57;5.33488
1608;?;ts;15;16;2;6;6;0;2;12;2;0;0;5;2;2;2.83851;2.96467;4.09813;9.27884;9.18699;8.40029;5;9;388;1.38751;4.2314;5.35582;2.52321;11.48438;5.36508;5.58449;9.32591;4.08886;2.77643;0.53092;1.73427;0.92713;0.99305;0;0.49346;13;0;2;0;0;0;0;0;0;0;0.21437;-0.35632;0.57069;0.07622;-0.09528;5.13625;-24.39463;12.39463;-0.82741;1;0.12536;-0.29634;0.42171;0.0825;-0.10282;2.95195;200.23318;2;11;0.00999;0.05494;8;8;8;335.37003;45.74192;189.63008;235.37201;23.61698;2;2;0;0;3.2698;3.49237;5.99959;0;2;2;-2.46;1.01;-4.285;2.83356;7.11856
1609;?;ts;16;17;2;6;5;0;1;13;1;0;0;5;4;1;2.90777;3.90589;4;17.11257;17.09184;17.07637;4;7;409;1.60238;3.8046;5.93494;2.25273;12.45675;4.704;4.0768;10.56048;5.02921;3.86642;0.87074;2.31704;1.94439;1.23768;0;0.81245;10;1;2;0;0;0;0;3;0;0;0.21721;-0.27268;0.48989;0.07044;-0.12327;2.09531;-30.98219;20.98219;-0.76386;0.61803;0.60768;-0.85289;1.46057;0.19628;-0.28966;5.51905;278.51913;3;10;0.01077;0.0359;?;?;4;311.30002;37.41649;208.21759;245.63408;24.33481;0;2;0;0;2.9834;2.83894;6.27698;0;0;3;0;1.87692;0;4.33691;4.33691
1613;?;ts;10;9;0;0;0;0;2;0;2;1;1;0;0;2;4.15776;5.20871;6.63148;9.92928;9.79129;9.28148;2;4;111;4.16238;2.67083;4.1547;1.0889;10;2.56;3.11111;8.57735;5.45374;2.59808;2.87639;1.29904;3.4641;0;0.86603;0;3;0;0;0;0;0;7;0;0;0;0.42996;-0.2258;0.65576;0.30716;-0.17552;1.7913;?;?;?;?;?;?;?;?;?;?;170.02887;0;10;0;0.05881;?;?;?;124.56;0;131.19023;131.19023;6.32618;0;0;0;0;2.6255;2.74131;1.67085;0;0;0;0;0.318;0;0.42434;0.42434
1615;?;ts;14;15;2;10;6;6;1;13;1;0;0;9;3;1;2.592;3.59163;4.05507;9.72864;9.48903;8.65201;4;7;292;1.4937;3.58875;4.88203;2.63906;10.51556;4.68;4.38781;8.45567;3.77216;2.37216;0.50756;1.77176;0.74862;0.94708;0;0.55102;11;1;2;0;0;0;0;0;0;0;0.26801;-0.27476;0.54278;0.06768;-0.12691;2.56913;-22.01615;9.01615;-0.61109;0.53738;0.69082;-0.81058;1.50139;0.1613;-0.2296;5.6246;187.19466;2;9;0.01068;0.04808;?;?;5;290.93005;37.61955;171.06358;208.68314;20.39991;0;2;1;0;1.784;1.66918;5.23147;0;0;3;0;1.88;0;3.79764;3.79764
1617;?;ts;17;18;2;9;6;5;4;12;3;1;0;8;3;4;2.72859;3.82865;4.08406;17.09091;16.46702;9.51108;5;10;533;1.49424;4.47789;6.69674;2.83321;13.4321;6.25;5.44444;10.99964;5.00423;3.83514;0.54624;2.36996;1.43341;1.46465;0;0.85641;12;2;1;0;0;1;0;1;0;0;0.21076;-0.27387;0.48464;0.05356;-0.12498;2.66539;-19.00831;7.40831;-0.79437;-0.32557;0.62188;-0.79822;1.4201;0.14725;-0.1971;5.73455;268.76242;2;11;0.00744;0.04093;?;?;5;387.94003;29.18319;254.96179;284.14499;29.02417;0;2;0;0;2.8944;2.58373;7.28073;0;0;3;0;2.14147;0;4.22189;4.22189
1618;?;ts;22;25;4;18;14;14;2;21;1;1;0;17;4;2;2.30311;2.71723;3.30496;9.85309;9.31075;8.76753;5;10;951;1.09969;4.63984;8.17474;3.09104;15.5232;6.48148;4.52112;13.18772;5.99953;4.79855;0.66158;3.6221;1.69576;2.24704;0;1.54205;19;1;2;0;0;0;0;0;0;0;0.20765;-0.38641;0.59405;0.06898;-0.10117;5.34649;-25.66216;4.66216;-0.52286;0.37479;0.15626;-0.48273;0.63899;0.06472;-0.12224;3.3624;289.32791;2;17;0.00691;0.05876;8;5;5;473.99005;55.36123;249.13974;304.50098;33.85606;2;3;1;0;3.0526;2.56371;8.64744;0;2;3;-1.63939;1.6;-3.26388;5.94618;9.21005
1623;?;ts;18;20;3;8;6;5;2;16;1;1;0;7;4;2;2.82909;3.46777;3.83357;16.20245;10.01974;9.47619;5;9;571;1.24203;4.20939;6.84142;2.73634;13.005;5.17479;5.26749;11.29253;5.63777;4.19656;0.79103;2.74765;1.64398;1.86489;0;1.20247;12;3;2;0;0;1;0;0;0;0;0.20915;-0.30195;0.5111;0.05908;-0.09668;2.62514;-24.52314;12.12314;-0.76476;-0.40526;1.12344;-0.53417;1.65761;0.33184;-0.21276;9.30156;261.29965;3;9;0.01148;0.03444;?;?;2;376.39008;55.44593;209.95558;265.40152;27.24943;0;4;0;0;3.2772;3.07916;7.03343;0;0;4;0;1.07395;0;3.61127;3.61127
1624;?;ts;23;26;4;18;14;14;1;21;1;0;0;17;4;1;2.37508;2.85669;3.4321;9.80484;9.18659;8.80269;6;12;1100;1.09031;4.98535;8.76878;3.13549;16.46745;6.3787;4.34568;14.48061;7.0811;5.8004;1.05731;3.99129;2.65497;2.53211;0;1.78061;19;1;3;0;0;0;0;0;0;0;0.20801;-0.38641;0.59441;0.07343;-0.12239;7.72724;-22.32719;4.32719;-0.44082;0.30198;0.14602;-0.49024;0.63626;0.07307;-0.1449;5.42999;307.34317;3;16;0.00976;0.05206;3;3;3;503.84009;77.92021;248.98586;326.90607;34.99459;3;4;1;0;2.3697;1.91561;8.89271;0;3;4;-1.63;1.96;-4.64163;7.54319;12.18481
